crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	Inf	2666	0.000000
281474976710655.000000	102.090820	2667	0.000000
281474976710655.000000	130.168686	2668	0.000000
281474976710655.000000	138.127090	2669	0.000000
281474976710655.000000	124.104515	2670	0.000000
281474976710655.000000	119.146065	2671	0.000000
281474976710655.000000	58.804256	2672	0.000000
281474976710655.000000	101.885658	2673	0.000000
281474976710655.000000	105.166962	2674	0.000000
281474976710655.000000	Inf	2675	0.000000
281474976710655.000000	100.589149	2676	0.000000
281474976710655.000000	89.321129	2677	0.000000
281474976710655.000000	91.134674	2678	0.000000
281474976710655.000000	89.023064	2679	0.000000
281474976710655.000000	Inf	2680	0.000000
281474976710655.000000	60.637154	2681	0.000000
281474976710655.000000	81.387650	2682	0.000000
281474976710655.000000	80.492798	2683	0.000000
281474976710655.000000	80.703751	2684	0.000000
281474976710655.000000	34.880302	2685	0.000000
281474976710655.000000	49.438412	2686	0.000000
281474976710655.000000	78.655678	2687	0.000000
281474976710655.000000	77.231880	2688	0.000000
281474976710655.000000	136.738831	2689	0.000000
281474976710655.000000	66.942070	2690	0.000000
281474976710655.000000	73.644577	2691	0.000000
281474976710655.000000	64.670074	2692	0.000000
281474976710655.000000	61.488697	2693	0.000000
281474976710655.000000	57.742184	2694	0.000000
281474976710655.000000	56.034103	2695	0.000000
281474976710655.000000	57.161243	2696	0.000000
281474976710655.000000	54.202789	2697	0.000000
281474976710655.000000	61.783031	2698	0.000000
281474976710655.000000	40.707699	2699	0.000000
281474976710655.000000	48.804283	2700	0.000000
281474976710655.000000	40.887497	2701	0.000000
281474976710655.000000	42.650539	2702	0.000000
281474976710655.000000	44.762154	2703	0.000000
281474976710655.000000	48.651218	2704	0.000000
281474976710655.000000	42.975231	2705	0.000000
281474976710655.000000	43.859192	2706	0.000000
281474976710655.000000	47.620941	2707	0.000000
281474976710655.000000	44.792938	2708	0.000000
281474976710655.000000	39.380714	2709	0.000000
281474976710655.000000	42.806545	2710	0.000000
281474976710655.000000	45.503105	2711	0.000000
281474976710655.000000	36.296177	2712	0.000000
281474976710655.000000	38.560146	2713	0.000000
281474976710655.000000	35.369236	2714	0.000000
281474976710655.000000	27.999237	2715	0.000000
281474976710655.000000	27.809549	2716	0.000000
281474976710655.000000	31.627768	2717	0.000000
281474976710655.000000	29.398144	2718	0.000000
281474976710655.000000	25.229115	2719	0.000000
281474976710655.000000	26.297459	2720	0.000000
281474976710655.000000	22.454357	2721	0.000000
281474976710655.000000	21.827518	2722	0.000000
281474976710655.000000	21.263613	2723	0.000000
281474976710655.000000	24.645805	2724	0.000000
281474976710655.000000	22.770264	2725	0.000000
281474976710655.000000	24.649569	2726	0.000000
