crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	95.012848	1235	0.000000
281474976710655.000000	63.793247	1236	0.000000
281474976710655.000000	52.587059	1237	0.000000
281474976710655.000000	39.787720	1238	0.000000
281474976710655.000000	34.149834	1239	0.000000
281474976710655.000000	25.086708	1240	0.000000
281474976710655.000000	19.931597	1241	0.000000
281474976710655.000000	13.355638	1242	0.000000
281474976710655.000000	10.674551	1243	0.000000
281474976710655.000000	8.668539	1244	0.000000
281474976710655.000000	6.537708	1245	0.000000
281474976710655.000000	4.831402	1246	0.000000
281474976710655.000000	3.733799	1247	0.000000
281474976710655.000000	2.563760	1248	0.000000
281474976710655.000000	2.023501	1249	0.000000
281474976710655.000000	1.203949	1250	0.000000
