num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2515	62451.560783	60.302266	1.916261	3.773480	110.080226
2517	62453.633199	76.506593	3.178681	3.749288	138.603841
2519	62455.707131	75.100586	3.100165	3.748421	118.162779
2521	62457.774216	73.242251	3.042610	3.749624	117.367710
2523	62459.842159	71.877937	3.049385	3.741560	110.854901
2525	62461.910577	69.969809	3.068398	3.743455	107.000067
2527	62463.980434	67.962941	3.019277	3.746633	96.876316
2529	62466.051428	66.017543	2.966573	3.744734	102.726748
2531	62468.123995	64.137776	2.915418	3.743419	87.324973
2533	62470.194689	62.863914	2.903972	3.739670	88.681015
2535	62472.261226	61.278032	2.965010	3.743527	83.628654
2537	62474.324787	59.587120	2.869600	3.755452	78.605070
2539	62476.400401	57.193656	2.600147	3.746995	78.122781
2543	62480.534729	54.950381	2.845102	3.756632	65.675099
2545	62482.609399	52.583507	2.489078	3.748374	65.051451
2547	62484.682449	51.923149	2.920410	3.738257	57.726456
2549	62486.742402	50.047106	2.603699	3.762362	56.435508
2551	62488.822150	48.033482	2.445038	3.741234	54.760829
2553	62490.890017	47.452551	2.789477	3.744146	49.870592
2555	62492.951489	45.521203	2.442813	3.762492	45.920869
2557	62495.031964	43.969817	2.398381	3.742674	44.013979
2559	62497.100551	43.471305	2.593914	3.742081	42.032619
2561	62499.160277	41.885305	2.409176	3.758455	39.758645
2563	62501.232985	39.955174	2.250813	3.755287	37.726346
2565	62503.311567	38.629007	2.294493	3.744262	35.705085
2567	62505.383346	37.676564	2.290619	3.741076	33.774027
2569	62507.450393	36.559198	2.235133	3.745556	30.474948
2571	62509.516996	35.475732	2.149046	3.750026	29.550384
2573	62511.587066	34.279540	2.080439	3.748866	27.843219
2575	62513.656636	33.067656	2.021123	3.750636	27.464480
2577	62515.731124	32.089031	1.965754	3.749580	24.707762
2579	62517.807035	30.960687	1.893635	3.754009	21.668703
2581	62519.875226	29.924287	1.810906	3.756310	20.523827
2583	62521.938524	29.313406	1.711398	3.747356	19.427672
2585	62523.997216	28.229013	1.702181	3.728844	18.337718
2587	62526.068613	26.924716	1.790913	3.734785	17.272232
2589	62528.154560	26.045278	1.667011	3.757575	17.102992
2591	62530.224075	25.642853	1.429296	3.755415	15.004546
2593	62532.275100	24.629128	1.486557	3.719445	13.443876
2595	62534.350582	23.420348	1.605309	3.735875	12.815177
2597	62536.439276	22.731453	1.397341	3.768087	12.719012
2599	62538.495879	22.699359	1.230086	3.741697	11.312948
2601	62540.553062	21.435227	1.384124	3.717018	10.648900
2603	62542.634988	20.509300	1.369318	3.745027	10.429657
2605	62544.720546	20.100164	1.191835	3.765545	9.409457
2607	62546.778614	19.789942	1.107053	3.741734	8.750106
2609	62548.833072	18.926935	1.142314	3.719917	8.439232
2611	62550.899028	18.154018	1.141423	3.722353	8.217609
2613	62552.975113	17.586350	1.090895	3.730596	7.155002
2615	62555.056162	17.224204	1.015780	3.739755	6.914169
2617	62557.132013	16.536314	0.997182	3.747387	6.371649
2619	62559.200041	16.061656	0.971208	3.744037	5.991793
2621	62561.275692	15.611153	0.936531	3.740125	5.030202
2623	62563.338531	15.413844	0.875392	3.731316	5.411882
2625	62565.403380	14.721680	0.855029	3.737659	4.688985
2627	62567.461015	14.301615	0.824378	3.747425	4.014022
2629	62569.522509	13.641151	0.779033	3.751969	3.376285
2631	62571.603541	12.974885	0.724266	3.747180	4.443347
2633	62573.696738	12.499554	0.717224	3.733494	3.809682
2637	62577.833015	12.208635	0.820525	3.741343	2.906568
2639	62579.874493	11.551873	0.626186	3.765474	3.124425
2641	62581.953000	10.994924	0.513720	3.756783	3.364126
2643	62584.066432	5.208645	-0.571926	3.654179	2.754826
2647	62589.084378	9.735404	0.447124	0.555635	2.327855
2649	62591.152428	7.366857	0.060882	0.554528	2.374420
2651	62595.222881	0.569538	0.154426	1.414305	1.521085
2653	62599.374138	0.727896	0.222227	3.338583	1.469334
2655	62603.532957	0.366534	0.037958	3.800795	1.275822
2657	62607.663548	0.009760	0.330358	2.250426	1.764647
2659	62613.820202	0.000000	0.567170	2.066495	1.510628
