num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2259	62051.762667	59.910519	10.012533	0.584013	135.611159
2263	62057.116281	77.037184	1.857146	0.652610	119.929473
2265	62059.187803	75.078665	1.807012	0.652713	123.119049
2267	62061.258386	73.233080	1.780040	0.652230	116.371105
2269	62063.327804	71.761121	1.801281	0.650556	106.583311
2271	62065.397061	70.076275	1.760128	0.649283	108.341261
2273	62067.467017	68.214586	1.706859	0.648188	100.762939
2275	62069.535367	66.543613	1.700703	0.646792	99.768840
2277	62071.601949	64.972122	1.693025	0.647563	93.470837
2279	62073.668712	63.213238	1.706108	0.653080	89.278928
2281	62075.733518	61.400208	1.654904	0.657124	81.528140
2283	62077.803501	59.642076	1.592386	0.655611	76.887592
2285	62079.877829	57.895928	1.501997	0.648748	78.733723
2287	62081.949385	56.428134	1.633481	0.643494	70.224196
2289	62084.013246	55.208276	1.674684	0.655856	67.661592
2291	62086.078111	53.246098	1.485205	0.660619	63.793758
2293	62088.153877	51.484021	1.415841	0.651195	59.871275
2295	62090.226322	50.192787	1.534474	0.642793	58.513135
2297	62092.287104	49.111488	1.588244	0.657446	53.258319
2299	62094.352591	47.179333	1.402930	0.661654	50.381389
2301	62096.429495	45.834222	1.341591	0.652947	49.381455
2303	62098.502826	44.497052	1.387621	0.644652	45.603928
2305	62100.566376	43.490027	1.469608	0.651041	41.539711
2307	62102.627918	41.857503	1.421485	0.660172	39.137251
2309	62104.695697	40.383144	1.335554	0.659708	36.913267
2311	62106.768296	39.272337	1.298828	0.656769	35.354507
2313	62108.841562	37.975385	1.272479	0.653319	33.271229
2315	62110.913983	36.819230	1.252020	0.650703	33.546330
2317	62112.982838	35.779015	1.228251	0.650948	31.018849
2319	62115.053423	34.705638	1.190669	0.650554	28.476332
2321	62117.121063	33.661756	1.150392	0.652907	26.707155
2323	62119.189234	32.604510	1.107989	0.650947	25.011925
2325	62121.254947	31.624388	1.079929	0.652574	23.069706
2327	62123.318826	30.841603	1.012406	0.648610	21.633976
2329	62125.379932	29.539310	0.970473	0.641488	19.911560
2331	62127.443366	28.621606	0.938816	0.637294	18.974177
2333	62129.517372	27.307686	0.964402	0.641951	16.756922
2335	62131.595333	26.524355	0.962814	0.651098	16.140636
2337	62133.670420	25.949880	0.887785	0.657770	15.483415
2339	62135.732008	25.274652	0.800029	0.649935	14.582945
2341	62137.786787	24.517031	0.751919	0.633386	12.846670
2343	62139.850578	23.067959	0.782110	0.630080	12.656077
2345	62141.928625	22.406555	0.817012	0.642529	11.787870
2347	62144.008929	21.869304	0.758535	0.653161	11.071390
2349	62146.077373	21.481124	0.684260	0.651815	10.526299
2351	62148.132940	20.803308	0.632616	0.639701	9.531229
2353	62150.187696	19.758178	0.591966	0.625435	9.154261
2355	62152.251754	19.265078	0.563981	0.622849	8.422319
2357	62154.320997	18.502204	0.574519	0.627415	7.575567
2359	62156.394843	17.773584	0.563594	0.631220	7.316832
2361	62158.466839	17.457224	0.545822	0.632931	6.821788
2365	62162.605180	16.276864	0.515463	0.630271	5.851865
2367	62164.673915	15.708365	0.479328	0.629844	5.327040
2369	62166.734542	15.414221	0.475673	0.627882	4.852949
2371	62168.793331	14.796360	0.450065	0.634593	4.902737
2373	62170.852231	13.964469	0.417418	0.639013	4.659329
2375	62172.914446	13.712652	0.443840	0.638157	4.230787
2377	62174.989571	13.240721	0.392116	0.639698	3.854669
2379	62177.071739	12.788371	0.336711	0.633949	3.218453
2381	62179.156495	12.553713	0.308270	0.617960	3.724482
2383	62181.224788	12.263210	0.318757	0.604777	3.119531
2385	62183.277102	11.905946	0.335958	0.616919	3.864409
2387	62185.325268	11.394775	0.353505	0.633738	2.558436
2389	62187.377949	10.619662	0.278295	0.647672	2.280122
2391	62189.443649	9.869073	0.252759	0.644162	2.501825
2393	62191.529215	9.779799	0.233984	0.630375	2.027701
2395	62193.621409	9.671012	0.224563	0.611254	2.222842
2397	62195.696272	9.488814	0.228345	0.611291	2.058171
2399	62199.810925	0.235568	-2.338725	5.238757	1.778358
2401	62203.908934	0.054715	0.183119	2.191443	1.736966
2403	62208.026450	0.018637	0.222648	2.338858	1.575023
2405	62212.154483	0.000000	0.026063	4.860008	1.466477
2407	62216.316992	0.073414	0.088233	2.590461	1.644310
2407	62216.316992	0.073414	0.088233	2.590461	0.876794
2407	62216.316992	0.073414	0.088233	2.590461	0.876794
2407	62216.316992	0.073414	0.088233	2.590461	0.876794
2407	62216.316992	0.073414	0.088233	2.590461	0.876794
2407	62216.316992	0.073414	0.088233	2.590461	0.876794
2407	62216.316992	6.661941	0.525325	3.763558	0.876794
