crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	128.527222	2261	0.000000
281474976710655.000000	127.292923	2262	0.000000
281474976710655.000000	132.634735	2263	0.000000
281474976710655.000000	121.828133	2264	0.000000
281474976710655.000000	121.311317	2265	0.000000
281474976710655.000000	111.146980	2266	0.000000
281474976710655.000000	110.475624	2267	0.000000
281474976710655.000000	Inf	2268	0.000000
281474976710655.000000	54.282639	2269	0.000000
281474976710655.000000	72.362656	2270	0.000000
281474976710655.000000	109.187180	2271	0.000000
281474976710655.000000	64.294922	2272	0.000000
281474976710655.000000	101.360207	2273	0.000000
281474976710655.000000	200.887146	2274	0.000000
281474976710655.000000	189.436157	2275	0.000000
281474976710655.000000	88.366447	2276	0.000000
281474976710655.000000	95.521568	2277	0.000000
281474976710655.000000	85.948227	2278	0.000000
281474976710655.000000	86.543205	2279	0.000000
281474976710655.000000	86.362587	2280	0.000000
281474976710655.000000	77.826233	2281	0.000000
281474976710655.000000	74.814491	2282	0.000000
281474976710655.000000	80.223167	2283	0.000000
281474976710655.000000	84.783539	2284	0.000000
281474976710655.000000	69.118233	2285	0.000000
281474976710655.000000	72.180626	2286	0.000000
281474976710655.000000	35.929592	2287	0.000000
281474976710655.000000	44.853882	2288	0.000000
281474976710655.000000	48.805447	2289	0.000000
281474976710655.000000	73.119637	2290	0.000000
281474976710655.000000	59.921871	2291	0.000000
281474976710655.000000	61.265709	2292	0.000000
281474976710655.000000	44.565151	2293	0.000000
281474976710655.000000	54.780956	2294	0.000000
281474976710655.000000	41.504616	2295	0.000000
281474976710655.000000	56.663269	2296	0.000000
281474976710655.000000	48.436386	2297	0.000000
281474976710655.000000	40.308270	2298	0.000000
281474976710655.000000	68.426720	2299	0.000000
281474976710655.000000	48.111530	2300	0.000000
281474976710655.000000	34.080566	2301	0.000000
281474976710655.000000	51.962799	2302	0.000000
281474976710655.000000	42.812454	2303	0.000000
281474976710655.000000	42.544224	2304	0.000000
281474976710655.000000	39.492790	2305	0.000000
281474976710655.000000	33.655548	2306	0.000000
281474976710655.000000	42.202995	2307	0.000000
281474976710655.000000	35.328274	2308	0.000000
281474976710655.000000	40.137177	2309	0.000000
281474976710655.000000	36.017605	2310	0.000000
281474976710655.000000	40.381516	2311	0.000000
281474976710655.000000	29.504719	2312	0.000000
