num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
12253	86642.559324	3.193464	67.735799	-0.979906	0.866556
12255	86644.619314	3.435729	63.747582	-0.981797	0.740313
12257	86646.681245	2.995307	61.090253	-0.982003	0.375936
12259	86648.742664	2.956994	58.194769	-0.983645	0.039024
12261	86650.815402	3.036470	55.252360	5.299859	0.829202
12263	86652.899277	3.100307	52.197397	-0.982243	1.661135
12265	86654.956723	3.131970	49.918478	5.299854	1.283749
12267	86657.023293	2.898131	46.793878	5.301677	0.974828
12269	86659.093264	2.573908	44.355848	5.300836	1.408614
12271	86661.165305	2.996259	41.849541	5.298779	2.909113
12273	86663.246146	2.869133	39.301814	5.303038	3.988286
12275	86665.312810	2.283910	36.884245	5.300757	3.915141
12277	86667.387307	2.720012	34.960134	5.297516	3.895490
12279	86669.453383	2.569492	32.763385	5.301464	4.226160
12281	86671.526215	2.117493	30.575955	5.299798	5.162897
12283	86673.600514	2.056958	28.752999	5.295213	6.229578
12285	86675.670665	2.041617	27.058567	5.297566	6.557914
12289	86679.824580	1.948257	23.685032	5.295059	7.563985
12291	86681.887376	1.961699	22.142850	-0.989598	7.591150
12293	86683.963366	1.788332	20.580502	-0.987515	4.953393
12295	86686.032735	1.364289	19.442393	5.296117	6.610441
12297	86688.097762	1.373659	18.360309	5.289190	9.420991
12299	86690.175790	1.723155	16.848492	5.293754	4.513217
12301	86692.258287	1.429003	15.878124	5.300292	5.195132
12303	86694.324614	1.051543	14.936645	5.294630	4.454929
12305	86696.389270	1.152150	13.446308	5.288318	4.153724
12307	86698.462584	1.224219	12.931059	5.290143	4.001918
12309	86700.537191	1.169843	12.186194	5.294782	3.461012
12311	86702.608396	1.036946	11.494919	5.292512	3.431438
12313	86704.673429	0.926055	10.746085	5.292546	3.420636
12315	86707.791040	0.021977	0.718844	5.172753	3.056531
12317	86711.913228	0.419939	0.719391	-0.777698	2.008053
12319	86716.080407	0.454917	-0.347423	2.049299	2.432922
12319	86716.080407	0.454915	-0.347421	2.049301	2.013374
12319	86716.080407	0.454916	-0.347427	2.049283	2.013374
12319	86716.080407	0.454915	-0.347421	2.049300	2.013374
12319	86716.080407	0.454917	-0.347423	2.049299	2.013374
12319	86716.080407	0.454915	-0.347421	2.049301	2.013374
12319	86716.080407	0.444248	14.455783	-0.935680	2.013374
12319	86716.080407	7.638224	0.801328	0.546500	2.013374
