crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.029579	12723	0.000000
281474976710655.000000	0.996077	12724	0.000000
281474976710655.000000	0.914054	12725	0.000000
281474976710655.000000	1.044358	12726	0.000000
281474976710655.000000	0.997149	12727	0.000000
281474976710655.000000	0.998772	12728	0.000000
281474976710655.000000	1.037943	12729	0.000000
281474976710655.000000	1.004550	12730	0.000000
281474976710655.000000	1.054978	12731	0.000000
281474976710655.000000	1.131737	12732	0.000000
281474976710655.000000	0.981078	12733	0.000000
281474976710655.000000	1.275750	12734	0.000000
281474976710655.000000	1.087014	12735	0.000000
281474976710655.000000	1.436246	12736	0.000000
281474976710655.000000	1.090152	12737	0.000000
281474976710655.000000	1.618367	12738	0.000000
281474976710655.000000	1.197581	12739	0.000000
281474976710655.000000	1.852558	12740	0.000000
281474976710655.000000	1.150260	12741	0.000000
281474976710655.000000	2.052889	12742	0.000000
281474976710655.000000	1.334530	12743	0.000000
281474976710655.000000	2.297134	12744	0.000000
281474976710655.000000	1.459475	12745	0.000000
281474976710655.000000	2.386770	12746	0.000000
281474976710655.000000	1.813657	12747	0.000000
281474976710655.000000	3.087854	12748	0.000000
281474976710655.000000	1.955035	12749	0.000000
281474976710655.000000	3.037585	12750	0.000000
281474976710655.000000	2.105556	12751	0.000000
281474976710655.000000	3.379116	12752	0.000000
281474976710655.000000	2.291252	12753	0.000000
281474976710655.000000	3.733162	12754	0.000000
281474976710655.000000	2.475935	12755	0.000000
281474976710655.000000	4.321895	12756	0.000000
281474976710655.000000	2.673870	12757	0.000000
281474976710655.000000	4.614619	12758	0.000000
281474976710655.000000	2.923120	12759	0.000000
281474976710655.000000	5.350545	12760	0.000000
281474976710655.000000	3.063879	12761	0.000000
281474976710655.000000	5.374879	12762	0.000000
281474976710655.000000	3.262282	12763	0.000000
281474976710655.000000	5.460701	12764	0.000000
281474976710655.000000	3.680030	12765	0.000000
281474976710655.000000	6.346424	12766	0.000000
281474976710655.000000	4.034700	12767	0.000000
281474976710655.000000	6.370894	12768	0.000000
281474976710655.000000	4.231644	12769	0.000000
281474976710655.000000	6.219561	12770	0.000000
281474976710655.000000	4.051610	12771	0.000000
281474976710655.000000	7.102543	12772	0.000000
281474976710655.000000	4.744443	12773	0.000000
281474976710655.000000	6.768548	12774	0.000000
281474976710655.000000	4.860674	12775	0.000000
281474976710655.000000	6.955223	12776	0.000000
281474976710655.000000	5.138888	12777	0.000000
281474976710655.000000	6.423689	12778	0.000000
281474976710655.000000	4.903583	12779	0.000000
281474976710655.000000	7.086697	12780	0.000000
281474976710655.000000	5.319331	12781	0.000000
281474976710655.000000	6.684468	12782	0.000000
281474976710655.000000	5.351302	12783	0.000000
281474976710655.000000	5.872364	12784	0.000000
281474976710655.000000	6.279316	12785	0.000000
281474976710655.000000	7.599459	12786	0.000000
281474976710655.000000	5.462381	12787	0.000000
281474976710655.000000	6.305044	12788	0.000000
281474976710655.000000	5.814034	12789	0.000000
281474976710655.000000	5.977383	12790	0.000000
281474976710655.000000	5.800221	12791	0.000000
281474976710655.000000	6.187235	12792	0.000000
281474976710655.000000	5.937068	12793	0.000000
281474976710655.000000	6.117919	12794	0.000000
281474976710655.000000	6.026043	12795	0.000000
281474976710655.000000	4.387717	12796	0.000000
281474976710655.000000	4.145450	12797	0.000000
281474976710655.000000	4.788506	12798	0.000000
281474976710655.000000	4.789395	12799	0.000000
281474976710655.000000	5.251661	12800	0.000000
281474976710655.000000	5.553111	12801	0.000000
281474976710655.000000	5.110528	12802	0.000000
281474976710655.000000	5.298863	12803	0.000000
281474976710655.000000	4.185395	12804	0.000000
281474976710655.000000	4.252951	12805	0.000000
281474976710655.000000	4.839496	12806	0.000000
281474976710655.000000	5.890576	12807	0.000000
281474976710655.000000	2.979043	12808	0.000000
281474976710655.000000	3.655725	12809	0.000000
281474976710655.000000	3.894610	12810	0.000000
281474976710655.000000	4.517150	12811	0.000000
281474976710655.000000	3.381542	12812	0.000000
281474976710655.000000	4.130920	12813	0.000000
281474976710655.000000	3.166900	12814	0.000000
281474976710655.000000	3.736723	12815	0.000000
281474976710655.000000	2.594661	12816	0.000000
281474976710655.000000	4.627321	12817	0.000000
281474976710655.000000	2.722011	12818	0.000000
281474976710655.000000	3.396984	12819	0.000000
281474976710655.000000	2.734762	12820	0.000000
281474976710655.000000	3.532055	12821	0.000000
281474976710655.000000	2.439103	12822	0.000000
281474976710655.000000	3.965365	12823	0.000000
281474976710655.000000	2.278436	12824	0.000000
281474976710655.000000	3.165246	12825	0.000000
281474976710655.000000	2.062453	12826	0.000000
281474976710655.000000	2.798288	12827	0.000000
281474976710655.000000	1.884113	12828	0.000000
281474976710655.000000	2.820772	12829	0.000000
281474976710655.000000	1.725100	12830	0.000000
281474976710655.000000	2.418987	12831	0.000000
281474976710655.000000	0.983348	12832	0.000000
281474976710655.000000	2.488809	12833	0.000000
281474976710655.000000	2.339385	12834	0.000000
281474976710655.000000	2.004516	12835	0.000000
281474976710655.000000	2.218348	12836	0.000000
281474976710655.000000	1.764859	12837	0.000000
281474976710655.000000	1.549761	12838	0.000000
281474976710655.000000	1.685178	12839	0.000000
281474976710655.000000	1.462278	12840	0.000000
281474976710655.000000	1.278380	12841	0.000000
281474976710655.000000	1.436952	12842	0.000000
281474976710655.000000	0.807562	12843	0.000000
