num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
12723	87403.510261	4.341441	70.616586	-0.946406	1.041145
12725	87405.558778	4.193810	69.177141	-0.956827	0.831337
12727	87407.597431	4.163040	67.585809	-0.963052	0.481803
12729	87409.701193	4.179020	66.669226	-0.961538	0.297586
12731	87411.762804	4.203913	64.095222	-0.962314	0.052042
12733	87413.822736	4.127929	61.633931	-0.961737	0.355528
12735	87415.893163	4.091260	60.184398	-0.961039	0.179121
12737	87417.953350	4.009399	58.550390	-0.960811	0.097180
12739	87420.025598	3.972489	57.833486	5.320091	0.238244
12741	87422.088386	3.984086	55.178888	5.321032	0.418453
12743	87424.164760	4.043668	53.711166	5.322689	0.966896
12745	87426.227459	4.039989	51.863239	5.322392	1.161916
12747	87428.308653	4.038326	50.359759	5.323046	1.242025
12749	87430.380149	4.054702	48.252631	-0.960663	1.672058
12751	87432.441461	3.988090	47.301881	5.322821	1.810773
12753	87434.511919	3.925937	45.780087	5.323359	1.810523
12755	87436.582157	3.871245	43.949309	5.324075	1.838235
12757	87438.653249	3.815080	42.935662	5.323040	2.265785
12759	87440.723086	3.771291	41.567578	5.323520	2.301413
12761	87442.790670	3.760734	40.218620	5.323494	2.615686
12763	87444.857257	3.765082	38.641537	5.323995	2.752368
12765	87446.929188	3.720910	37.491097	5.322140	3.002688
12767	87449.003251	3.643043	36.245997	5.324051	3.837892
12769	87451.069193	3.571724	35.049961	5.323873	3.988806
12771	87453.143227	3.472329	33.955316	5.325039	4.254844
12773	87455.216328	3.380702	32.900128	5.324576	4.027455
12775	87457.283869	3.294586	31.674774	5.322971	4.585324
12777	87459.355756	3.205699	30.683591	5.322806	4.829159
12779	87461.422686	3.112895	29.813380	5.323352	5.270085
12781	87463.493051	3.019256	28.763917	5.324147	4.869825
12783	87465.559507	2.937498	27.603763	5.324916	5.148601
12785	87467.635215	2.789769	26.580467	5.324295	5.144919
12787	87469.701665	2.753187	25.874033	5.322121	6.438620
12789	87471.773037	2.699542	24.952036	5.324849	5.357346
12791	87473.842811	2.645912	24.165705	5.322537	6.048328
12793	87475.911196	2.610214	23.238959	5.323505	5.816558
12795	87477.982721	2.557649	22.251133	5.319099	5.986752
12797	87480.051272	2.490151	21.418602	5.320405	6.132291
12799	87482.119300	2.407819	20.902921	5.321627	5.003059
12801	87484.196634	2.351791	19.969131	5.321358	4.542995
12803	87486.262991	2.268689	19.389040	5.322663	5.622270
12805	87488.334033	2.197238	18.596479	5.322182	4.958551
12807	87490.410614	2.174110	17.667033	5.315952	3.818309
12809	87492.470305	2.103014	17.378750	5.318611	7.411897
12811	87494.548338	2.091106	16.520839	5.317560	3.466083
12813	87496.613733	2.086541	15.647829	5.326567	4.732921
12815	87498.681479	1.985677	15.457257	5.316715	4.103339
12817	87500.769696	1.921805	15.058537	5.325950	3.417670
12819	87502.832520	1.865242	14.213785	5.316741	5.701787
12823	87506.963410	1.715917	13.269744	5.316193	4.240027
12825	87509.035309	1.661495	12.711763	5.312969	4.379309
12827	87511.107396	1.591619	12.312781	5.316596	3.213521
12829	87513.173403	1.524639	12.011063	5.319748	2.918218
12831	87515.244529	1.432646	11.654557	5.314283	2.776560
12833	87517.317336	1.372273	11.269289	5.317740	1.539830
12835	87520.429085	0.100416	-0.485835	2.159549	2.786381
12837	87524.560174	0.072646	-0.652248	2.182513	1.863289
12839	87528.666497	0.024387	0.661508	5.251132	1.011099
12841	87532.829313	0.003640	-0.550910	2.192641	3.423936
12843	87537.000446	0.005152	-0.566506	2.138237	1.467123
12843	87537.000446	0.005148	-0.566506	2.138239	1.336471
