num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
12849	87588.769374	6.912244	-60.777120	5.322648	1.095645
12851	87590.813582	5.867764	-63.326361	5.330620	0.839153
12853	87592.865678	4.971308	-64.332539	5.360914	0.753094
12855	87594.909636	4.830514	-65.547075	5.361183	0.604067
12857	87596.957318	4.151796	-66.504951	5.379585	0.437357
12859	87599.023348	3.912443	-65.134685	5.379816	0.601711
12861	87601.087342	3.790745	-63.153089	5.380616	0.757526
12863	87603.108205	3.856898	-62.977135	5.401873	0.360857
12865	87605.181315	3.716934	-60.956878	5.394365	0.207916
12867	87607.233420	3.101301	-59.411109	5.398979	0.714595
12869	87609.321357	3.874669	-57.170368	5.396814	1.166677
12871	87611.389359	2.881233	-55.827151	5.395822	1.442881
12873	87613.449151	3.644262	-53.639886	5.399017	1.642765
12875	87615.525244	2.996463	-52.297028	5.392416	1.705942
12877	87617.589300	2.900872	-50.757939	5.397268	2.184404
12879	87619.661265	3.228644	-49.167903	5.395754	2.457666
12881	87621.736686	3.049940	-47.457772	-0.890769	2.680960
12883	87623.805082	2.861255	-46.102362	-0.889859	3.097697
12885	87625.869577	2.735352	-44.522096	-0.891638	2.871353
12887	87627.941529	2.542180	-42.946964	-0.892273	3.917386
12889	87630.013940	2.563989	-41.642248	-0.891942	3.803849
12891	87632.082091	2.868748	-40.304051	-0.892103	4.388959
12893	87634.149543	2.388200	-38.700839	-0.897142	4.508458
12895	87636.221938	2.113075	-37.501734	-0.891841	4.874263
12897	87638.291228	2.666950	-36.535188	-0.895254	6.126233
12899	87640.361180	2.099620	-35.113849	-0.899897	6.040996
12901	87642.432618	1.896359	-34.018636	-0.897062	5.553162
12903	87644.503293	2.170291	-32.991196	-0.896242	6.046704
12905	87646.569369	2.129236	-31.910297	-0.900598	6.614100
12907	87648.641114	1.968830	-30.554143	-0.900838	6.710119
12909	87650.714901	1.800023	-29.615960	-0.901559	6.489542
12911	87652.782648	1.649293	-28.747912	-0.904140	6.947649
12913	87654.853446	1.525243	-27.761153	-0.901885	7.397073
12915	87656.918148	1.649279	-26.923839	5.382697	7.165175
12917	87658.991304	1.849967	-25.758023	5.378976	6.973747
12919	87661.060635	1.460792	-24.859489	-0.907673	6.459071
12921	87663.136854	1.119666	-24.124265	-0.904442	6.754086
12923	87665.199576	1.488258	-23.234478	-0.901931	6.582234
12925	87667.273335	1.555582	-22.379207	-0.908671	5.948463
12927	87669.347145	1.236599	-21.677694	-0.910822	6.064526
12929	87671.415282	1.065630	-20.896181	-0.908041	5.622230
12931	87673.484324	1.077806	-20.159102	-0.906605	5.158892
12933	87675.555996	1.109511	-19.144910	-0.905528	4.745760
12935	87677.622524	1.121072	-18.503120	-0.904684	5.090201
12937	87679.693658	1.129321	-17.930838	-0.904609	4.578816
12939	87681.761281	0.997867	-17.243069	-0.906046	4.312648
12941	87683.827353	0.736513	-16.535259	-0.912180	4.343318
12943	87685.907086	0.691748	-16.096140	-0.909701	4.169362
12945	87687.972513	0.962038	-15.758041	-0.907456	4.017761
12947	87690.046238	1.037977	-14.792686	-0.909758	2.550691
12949	87692.113243	0.774942	-13.978118	-0.916787	3.435328
12951	87694.179130	0.606067	-13.051208	-0.916072	3.363870
12953	87696.253290	0.598737	-13.300456	-0.909729	2.645570
12955	87698.335349	0.637920	-13.007911	5.371427	2.604413
12957	87700.393252	0.651171	-12.548150	5.371630	1.944506
12961	87704.528852	0.712105	-11.597587	5.371125	1.957809
12963	87706.606226	0.704587	-11.226297	5.370327	2.102077
12965	87708.674813	0.629138	-4.655253	5.246407	2.972809
12967	87712.813248	0.342552	-0.578903	2.105366	2.830973
12969	87716.959244	0.303232	0.545714	-1.022155	1.234382
12971	87721.081278	0.120263	0.408874	-0.817388	2.526907
12973	87725.212680	0.000000	0.303816	-0.930794	2.235416
