crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.005992	12517	0.000000
281474976710655.000000	0.948017	12518	0.000000
281474976710655.000000	1.021025	12519	0.000000
281474976710655.000000	0.967348	12520	0.000000
281474976710655.000000	1.033068	12521	0.000000
281474976710655.000000	0.949539	12522	0.000000
281474976710655.000000	1.083359	12523	0.000000
281474976710655.000000	1.015296	12524	0.000000
281474976710655.000000	1.267285	12525	0.000000
281474976710655.000000	1.071068	12526	0.000000
281474976710655.000000	1.442046	12527	0.000000
281474976710655.000000	1.141918	12528	0.000000
281474976710655.000000	1.775804	12529	0.000000
281474976710655.000000	1.254986	12530	0.000000
281474976710655.000000	2.257319	12531	0.000000
281474976710655.000000	1.406723	12532	0.000000
281474976710655.000000	2.563674	12533	0.000000
281474976710655.000000	1.614408	12534	0.000000
281474976710655.000000	2.870626	12535	0.000000
281474976710655.000000	2.020765	12536	0.000000
281474976710655.000000	3.298507	12537	0.000000
281474976710655.000000	2.402662	12538	0.000000
281474976710655.000000	3.866981	12539	0.000000
281474976710655.000000	2.682083	12540	0.000000
281474976710655.000000	4.350033	12541	0.000000
281474976710655.000000	3.206871	12542	0.000000
281474976710655.000000	4.448143	12543	0.000000
281474976710655.000000	3.449965	12544	0.000000
281474976710655.000000	5.256529	12545	0.000000
281474976710655.000000	3.847540	12546	0.000000
281474976710655.000000	5.804291	12547	0.000000
281474976710655.000000	4.369588	12548	0.000000
281474976710655.000000	6.027573	12549	0.000000
281474976710655.000000	4.758814	12550	0.000000
281474976710655.000000	6.598861	12551	0.000000
281474976710655.000000	4.997045	12552	0.000000
281474976710655.000000	7.553402	12553	0.000000
281474976710655.000000	5.297569	12554	0.000000
281474976710655.000000	7.075843	12555	0.000000
281474976710655.000000	5.755997	12556	0.000000
281474976710655.000000	7.396228	12557	0.000000
281474976710655.000000	5.889812	12558	0.000000
281474976710655.000000	7.609671	12559	0.000000
281474976710655.000000	6.243327	12560	0.000000
281474976710655.000000	6.999513	12561	0.000000
281474976710655.000000	6.479922	12562	0.000000
281474976710655.000000	5.710340	12563	0.000000
281474976710655.000000	5.793303	12564	0.000000
281474976710655.000000	8.573785	12565	0.000000
281474976710655.000000	6.322670	12566	0.000000
281474976710655.000000	6.745079	12567	0.000000
281474976710655.000000	6.475199	12568	0.000000
281474976710655.000000	6.462836	12569	0.000000
281474976710655.000000	5.491666	12570	0.000000
281474976710655.000000	6.451801	12571	0.000000
281474976710655.000000	6.184115	12572	0.000000
281474976710655.000000	5.306710	12573	0.000000
281474976710655.000000	5.923465	12574	0.000000
281474976710655.000000	5.478459	12575	0.000000
281474976710655.000000	5.465246	12576	0.000000
281474976710655.000000	5.081273	12577	0.000000
281474976710655.000000	5.300052	12578	0.000000
281474976710655.000000	4.350151	12579	0.000000
281474976710655.000000	5.187145	12580	0.000000
281474976710655.000000	4.252235	12581	0.000000
281474976710655.000000	4.582222	12582	0.000000
281474976710655.000000	4.635951	12583	0.000000
281474976710655.000000	5.273481	12584	0.000000
281474976710655.000000	3.578764	12585	0.000000
281474976710655.000000	4.545566	12586	0.000000
281474976710655.000000	3.292704	12587	0.000000
281474976710655.000000	3.567633	12588	0.000000
281474976710655.000000	2.971736	12589	0.000000
281474976710655.000000	3.671104	12590	0.000000
281474976710655.000000	2.678196	12591	0.000000
281474976710655.000000	3.325269	12592	0.000000
281474976710655.000000	2.364728	12593	0.000000
281474976710655.000000	3.079775	12594	0.000000
281474976710655.000000	2.257897	12595	0.000000
281474976710655.000000	2.598416	12596	0.000000
281474976710655.000000	1.995832	12597	0.000000
281474976710655.000000	2.625296	12598	0.000000
281474976710655.000000	1.746591	12599	0.000000
281474976710655.000000	2.202278	12600	0.000000
281474976710655.000000	1.362480	12601	0.000000
281474976710655.000000	2.358458	12602	0.000000
281474976710655.000000	2.191490	12603	0.000000
281474976710655.000000	1.968308	12604	0.000000
281474976710655.000000	1.862350	12605	0.000000
281474976710655.000000	1.641256	12606	0.000000
281474976710655.000000	1.500356	12607	0.000000
281474976710655.000000	1.149840	12608	0.000000
281474976710655.000000	1.039278	12609	0.000000
281474976710655.000000	0.851680	12610	0.000000
