num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
12517	87069.971342	2.188257	-64.764684	5.286777	0.356233
12519	87072.031205	2.037039	-64.410048	5.293606	0.416942
12521	87074.067406	1.877348	-65.190499	5.301943	0.524925
12523	87076.135295	1.784343	-62.881161	5.301267	0.815601
12525	87078.185329	1.729498	-60.796074	5.304457	0.933256
12527	87080.242334	1.754499	-58.353570	5.306414	0.887545
12529	87082.303259	1.730176	-55.713113	5.305272	0.798958
12531	87084.377167	1.555170	-53.569310	5.305327	1.283970
12533	87086.441279	1.274758	-51.419387	5.305282	1.842542
12535	87088.514272	1.220273	-49.430288	5.305255	2.040261
12537	87090.571435	1.331827	-47.340907	5.306071	2.445700
12539	87092.649022	1.413989	-45.206094	5.304913	3.270029
12541	87094.720403	1.339675	-43.223984	5.302962	4.035813
12543	87096.791193	1.214204	-41.330426	5.302857	4.229369
12545	87098.862337	1.103514	-39.672584	5.302047	4.299419
12547	87100.931290	1.007458	-37.915482	5.301459	5.237881
12549	87103.002789	0.921189	-36.284888	5.300700	5.762968
12551	87105.075539	0.818516	-34.617859	5.299921	6.044998
12553	87107.149205	0.723642	-32.855681	5.298557	6.800796
12555	87109.219086	0.727530	-31.545983	5.299108	7.639200
12557	87111.288570	0.816102	-30.245770	5.297360	6.841142
12559	87113.360097	0.872378	-28.846661	5.295896	7.334895
12561	87115.426480	0.776362	-27.535941	5.296432	7.496282
12563	87117.500138	0.614229	-26.260183	5.296591	7.047624
12565	87119.584162	0.520389	-25.077829	5.294354	5.309489
12567	87121.642294	0.479420	-23.893921	5.293660	8.895116
12569	87123.714138	0.496943	-22.746964	5.293190	6.841507
12571	87125.792402	0.499199	-21.693813	5.293212	6.706105
12573	87127.856043	0.504438	-20.586070	5.292567	6.558105
12575	87129.927270	0.471070	-19.596710	5.289763	5.034799
12577	87131.996875	0.380569	-18.640596	5.290113	5.257764
12579	87134.070290	0.255104	-17.729789	5.290418	5.392105
12581	87136.139071	0.175107	-16.969016	5.290815	4.504960
12583	87138.208655	0.207162	-16.091472	5.291513	4.368693
12585	87140.272927	0.282683	-15.420476	5.288890	5.337651
12587	87142.352747	0.335802	-14.575276	5.290631	4.049944
12589	87144.421740	0.325340	-13.841346	5.285581	3.266301
12591	87146.495962	0.280824	-13.250046	5.288123	3.268792
12593	87148.561747	0.224160	-12.665676	5.286701	2.880703
12595	87150.643742	0.172684	-12.155696	5.288020	1.232171
12599	87154.780934	0.090896	-10.905316	5.287572	2.044236
12601	87156.831265	0.093769	-10.281207	5.289143	1.827559
12603	87158.922269	0.111048	-4.630449	5.269666	1.396780
12605	87163.065111	0.248486	0.381463	5.290808	2.706606
12607	87167.203208	0.065256	0.494840	5.318295	1.822033
12609	87171.346396	0.038121	0.033274	2.111659	1.658452
