crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	113.974869	2160	0.000000
281474976710655.000000	109.074654	2161	0.000000
281474976710655.000000	100.491272	2162	0.000000
281474976710655.000000	95.971115	2163	0.000000
281474976710655.000000	93.553261	2164	0.000000
281474976710655.000000	97.399246	2165	0.000000
281474976710655.000000	175.837814	2166	0.000000
281474976710655.000000	84.815407	2167	0.000000
281474976710655.000000	43.046902	2168	0.000000
281474976710655.000000	78.257553	2169	0.000000
281474976710655.000000	74.113724	2170	0.000000
281474976710655.000000	73.037086	2171	0.000000
281474976710655.000000	38.413857	2172	0.000000
281474976710655.000000	46.610733	2173	0.000000
281474976710655.000000	72.939720	2174	0.000000
281474976710655.000000	42.323933	2175	0.000000
281474976710655.000000	127.891235	2176	0.000000
281474976710655.000000	57.848186	2177	0.000000
281474976710655.000000	55.274189	2178	0.000000
281474976710655.000000	41.311420	2179	0.000000
281474976710655.000000	53.338589	2180	0.000000
281474976710655.000000	51.801582	2181	0.000000
281474976710655.000000	37.953808	2182	0.000000
281474976710655.000000	37.725590	2183	0.000000
281474976710655.000000	60.943134	2184	0.000000
281474976710655.000000	38.237625	2185	0.000000
281474976710655.000000	31.892118	2186	0.000000
281474976710655.000000	35.272312	2187	0.000000
281474976710655.000000	49.062099	2188	0.000000
281474976710655.000000	31.410492	2189	0.000000
281474976710655.000000	35.700130	2190	0.000000
281474976710655.000000	28.854910	2191	0.000000
281474976710655.000000	26.515745	2192	0.000000
281474976710655.000000	30.504858	2193	0.000000
281474976710655.000000	26.693821	2194	0.000000
281474976710655.000000	28.851257	2195	0.000000
281474976710655.000000	22.087248	2196	0.000000
281474976710655.000000	23.129087	2197	0.000000
281474976710655.000000	30.084692	2198	0.000000
281474976710655.000000	21.730656	2199	0.000000
281474976710655.000000	21.899231	2200	0.000000
281474976710655.000000	21.107347	2201	0.000000
281474976710655.000000	19.705887	2202	0.000000
281474976710655.000000	17.730635	2203	0.000000
281474976710655.000000	16.439619	2204	0.000000
281474976710655.000000	17.530087	2205	0.000000
281474976710655.000000	16.527822	2206	0.000000
281474976710655.000000	16.226471	2207	0.000000
281474976710655.000000	14.397183	2208	0.000000
281474976710655.000000	13.775275	2209	0.000000
281474976710655.000000	13.568800	2210	0.000000
281474976710655.000000	12.366931	2211	0.000000
281474976710655.000000	13.331958	2212	0.000000
281474976710655.000000	12.376801	2213	0.000000
281474976710655.000000	11.531472	2214	0.000000
281474976710655.000000	10.903917	2215	0.000000
281474976710655.000000	10.121597	2216	0.000000
281474976710655.000000	9.319443	2217	0.000000
281474976710655.000000	9.241879	2218	0.000000
281474976710655.000000	9.313390	2219	0.000000
281474976710655.000000	8.284370	2220	0.000000
281474976710655.000000	7.763716	2221	0.000000
281474976710655.000000	7.620563	2222	0.000000
281474976710655.000000	7.305653	2223	0.000000
281474976710655.000000	6.661611	2224	0.000000
281474976710655.000000	6.534453	2225	0.000000
281474976710655.000000	6.085419	2226	0.000000
281474976710655.000000	5.708665	2227	0.000000
281474976710655.000000	5.725845	2228	0.000000
281474976710655.000000	5.016024	2229	0.000000
281474976710655.000000	4.883975	2230	0.000000
281474976710655.000000	4.668563	2231	0.000000
281474976710655.000000	4.542782	2232	0.000000
281474976710655.000000	4.455451	2233	0.000000
281474976710655.000000	3.934364	2234	0.000000
281474976710655.000000	3.785512	2235	0.000000
281474976710655.000000	3.848170	2236	0.000000
281474976710655.000000	3.094328	2237	0.000000
281474976710655.000000	3.354001	2238	0.000000
281474976710655.000000	2.934904	2239	0.000000
281474976710655.000000	3.039284	2240	0.000000
281474976710655.000000	2.824639	2241	0.000000
281474976710655.000000	2.713074	2242	0.000000
281474976710655.000000	2.635276	2243	0.000000
281474976710655.000000	2.234265	2244	0.000000
281474976710655.000000	2.078082	2245	0.000000
281474976710655.000000	1.744023	2246	0.000000
281474976710655.000000	1.787088	2247	0.000000
281474976710655.000000	1.747774	2248	0.000000
281474976710655.000000	1.470052	2249	0.000000
281474976710655.000000	1.483630	2250	0.000000
281474976710655.000000	1.320712	2251	0.000000
281474976710655.000000	1.216524	2252	0.000000
281474976710655.000000	1.127419	2253	0.000000
281474976710655.000000	0.924868	2254	0.000000
281474976710655.000000	0.909141	2255	0.000000
