num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1503	60128.572960	69.696325	-1.044860	0.526501	130.658711
1505	60130.645792	64.353511	-0.999489	0.526980	119.284063
1507	60132.719624	59.015432	-0.965393	0.525650	99.273963
1509	60134.792722	54.145591	-0.918385	0.526104	84.898693
1511	60136.865592	49.673009	-0.884378	0.526507	70.805669
1513	60138.938892	45.419850	-0.865779	0.526204	59.203791
1515	60141.010882	41.474041	-0.814784	0.525633	51.386619
1517	60143.082801	37.599672	-0.774023	0.523562	40.333701
1519	60145.154881	34.159348	-0.732011	0.522922	34.718826
1521	60147.226664	31.066862	-0.655195	0.519814	28.430270
1523	60149.296890	28.140878	-0.613318	0.519011	23.339599
1525	60151.368197	25.669861	-0.563722	0.516411	19.619562
1527	60153.439791	23.100808	-0.528258	0.515617	15.988152
1529	60155.509407	20.944633	-0.477652	0.511714	14.242132
1531	60157.583959	18.982999	-0.434584	0.510505	10.782193
1533	60159.658411	17.175600	-0.391813	0.507384	8.312185
1535	60161.726099	15.486130	-0.356202	0.503799	8.565866
1537	60163.785484	14.594013	-0.318182	0.498738	7.365087
1539	60165.837575	12.883812	-0.312841	0.503397	6.897415
1541	60167.914598	11.596883	-0.260024	0.497761	3.991935
1543	60169.969787	10.340174	-0.242556	0.495301	1.935636
1545	60172.029522	9.288041	-0.254900	0.498599	3.238550
1547	60176.149469	0.164159	-2.378286	5.161863	2.267794
1549	60180.203630	0.000010	-0.127046	5.041241	0.982167
