num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1391	59962.697119	65.164657	2.127933	3.781874	141.352651
1393	59964.772451	57.383253	2.006389	3.781385	97.129957
1395	59966.845432	50.136204	1.903005	3.781197	82.901329
1397	59968.921825	43.786856	1.778510	3.779549	61.615435
1399	59970.998002	38.043371	1.614784	3.776437	46.031466
1401	59973.077039	33.010492	1.428781	3.775226	36.777582
1403	59975.157853	28.305086	1.281380	3.770360	26.511556
1405	59977.241901	24.210156	1.129431	3.767541	19.659976
1407	59979.322691	20.878407	0.990199	3.764419	14.161593
1409	59981.398120	17.902783	0.864652	3.761857	11.099629
1411	59983.468474	15.555333	0.721034	3.755716	7.510080
1413	59985.534458	13.487912	0.587460	3.762596	6.296625
1415	59987.595008	11.552885	0.479921	3.773043	4.275012
1417	59989.654194	9.669025	0.389284	3.785073	2.476523
1419	59991.713510	8.223097	0.333005	3.787480	2.285949
1419	59991.713510	8.223097	0.333005	3.787480	2.316592
