num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
13437	88422.934587	27.705620	2.542148	3.648440	29.828636
13439	88424.891431	4.999512	70.002175	2.200544	2.478817
13441	88427.033291	7.853173	59.973069	2.279562	1.335345
13443	88429.071329	6.589495	61.871833	2.248713	1.080434
13445	88431.071346	5.259144	69.270838	2.181757	0.526492
13447	88433.153338	5.242609	67.189806	2.191997	0.404529
13449	88435.211365	5.106876	66.168161	2.179165	0.943859
13451	88437.253224	4.923838	65.080633	2.163031	1.474732
13453	88439.319313	4.833436	63.694858	2.163922	0.943350
13455	88441.361356	4.927045	62.364385	2.162645	0.170868
13457	88443.427311	5.157564	60.382622	2.161386	1.261145
13459	88445.531301	5.138825	59.353898	2.167255	1.126328
13461	88447.583346	4.832191	57.942490	2.165080	1.566320
13463	88449.662675	4.674540	56.684478	2.165204	1.357381
13465	88451.709341	4.924765	55.516893	2.165101	1.391455
13467	88453.785147	4.977156	53.966120	2.163670	1.748996
13469	88455.849251	5.011670	52.643720	2.164725	1.573636
13471	88457.919344	4.942220	51.461392	2.165845	2.162416
13473	88459.987335	4.844922	49.995740	2.166553	2.685416
13475	88462.063228	4.767889	48.981609	2.167673	2.789044
13477	88464.132702	4.691229	47.632565	2.167192	3.027090
13479	88466.196801	4.740503	46.562935	2.167420	2.830820
13481	88468.271498	4.894252	45.567050	2.166875	3.009834
13483	88470.327278	4.927486	44.210250	2.168558	3.559942
13485	88472.403349	4.728624	43.418804	2.170598	3.580023
13487	88474.476542	4.525577	42.176375	2.170529	4.025781
13489	88476.536001	4.443587	41.171579	2.168903	4.110759
13491	88478.616266	4.512164	40.016597	2.168621	4.282634
13493	88480.682643	4.498005	39.160267	2.169262	4.876895
13495	88482.746183	4.480884	38.122747	2.170135	5.069314
13497	88484.822320	4.432283	37.182357	2.170902	4.915015
13499	88486.887254	4.341793	36.289819	2.171633	5.022079
13501	88488.958266	4.354584	35.340838	2.168327	5.578638
13503	88491.024767	4.375393	34.437391	2.172805	5.525253
13505	88493.100084	4.330529	33.249936	2.168424	5.264451
13507	88495.163311	4.121433	32.692601	2.172430	5.532395
13509	88497.236973	3.931321	32.025861	2.173441	6.799369
13511	88499.300380	3.810687	30.825722	2.172670	6.964380
13513	88501.375307	3.832545	29.953425	2.170388	4.429036
13515	88503.441575	3.894991	29.399693	2.173934	6.864307
13517	88505.507712	3.800483	28.590427	2.171933	5.831151
13519	88507.577331	3.683888	27.787756	2.168811	5.695955
13521	88509.649022	3.633685	26.916071	-4.112262	6.238290
13523	88511.716793	3.536558	26.209113	2.169048	6.280229
13525	88513.788301	3.523949	25.751233	2.170390	6.066866
13527	88515.854923	3.516253	24.999173	2.171481	4.813216
13529	88517.927086	3.492804	24.276476	2.171789	5.658069
13531	88519.988123	3.372006	23.731094	2.169945	7.195422
13533	88522.068225	3.181821	22.962435	2.165652	5.992816
13535	88524.133375	3.049011	22.217653	2.165190	5.587858
13537	88526.203447	2.967109	21.843611	2.170415	4.593949
13539	88528.277280	2.942706	21.017877	2.170944	4.331308
13541	88530.337920	2.916683	20.602238	2.167782	7.927952
13543	88532.413269	2.916698	19.852849	2.168967	5.041416
13545	88534.483625	2.865976	19.440598	2.173687	5.413459
13549	88538.616443	2.845017	18.165574	2.168959	4.851258
13551	88540.676401	2.779678	17.646839	2.169618	5.191430
13553	88542.774274	2.622631	17.318669	2.173131	3.863286
13555	88544.821456	2.498929	16.956995	2.170111	5.134790
13557	88546.894256	2.379879	16.237690	2.168123	4.190779
13559	88548.955407	2.374022	15.544925	2.172140	5.513697
13561	88551.027057	2.272725	15.363332	2.169991	3.328942
13563	88553.115289	2.272363	15.262769	2.171162	4.636598
13565	88555.171367	2.246729	14.651039	2.174423	3.463709
