crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.194893	13439	0.000000
281474976710655.000000	1.026653	13440	0.000000
281474976710655.000000	1.271701	13441	0.000000
281474976710655.000000	1.141071	13442	0.000000
281474976710655.000000	1.091292	13443	0.000000
281474976710655.000000	0.951202	13444	0.000000
281474976710655.000000	1.146046	13445	0.000000
281474976710655.000000	0.982729	13446	0.000000
281474976710655.000000	1.018474	13447	0.000000
281474976710655.000000	1.022151	13448	0.000000
281474976710655.000000	1.228014	13449	0.000000
281474976710655.000000	1.028156	13450	0.000000
281474976710655.000000	1.210932	13451	0.000000
281474976710655.000000	1.000099	13452	0.000000
281474976710655.000000	1.343741	13453	0.000000
281474976710655.000000	1.052369	13454	0.000000
281474976710655.000000	1.255833	13455	0.000000
281474976710655.000000	1.079634	13456	0.000000
281474976710655.000000	1.220594	13457	0.000000
281474976710655.000000	1.160843	13458	0.000000
281474976710655.000000	1.481392	13459	0.000000
281474976710655.000000	1.059739	13460	0.000000
281474976710655.000000	1.705253	13461	0.000000
281474976710655.000000	1.076171	13462	0.000000
281474976710655.000000	1.892713	13463	0.000000
281474976710655.000000	1.181753	13464	0.000000
281474976710655.000000	1.952132	13465	0.000000
281474976710655.000000	1.289793	13466	0.000000
281474976710655.000000	2.078081	13467	0.000000
281474976710655.000000	1.515220	13468	0.000000
281474976710655.000000	2.192587	13469	0.000000
281474976710655.000000	1.627707	13470	0.000000
281474976710655.000000	2.426787	13471	0.000000
281474976710655.000000	1.793597	13472	0.000000
281474976710655.000000	2.615249	13473	0.000000
281474976710655.000000	1.900153	13474	0.000000
281474976710655.000000	2.902197	13475	0.000000
281474976710655.000000	2.026822	13476	0.000000
281474976710655.000000	3.016802	13477	0.000000
281474976710655.000000	2.211452	13478	0.000000
281474976710655.000000	3.221199	13479	0.000000
281474976710655.000000	2.066650	13480	0.000000
281474976710655.000000	3.776547	13481	0.000000
281474976710655.000000	2.345960	13482	0.000000
281474976710655.000000	3.780725	13483	0.000000
281474976710655.000000	2.558135	13484	0.000000
281474976710655.000000	4.103213	13485	0.000000
281474976710655.000000	2.734280	13486	0.000000
281474976710655.000000	4.203082	13487	0.000000
281474976710655.000000	2.709380	13488	0.000000
281474976710655.000000	4.180191	13489	0.000000
281474976710655.000000	3.299928	13490	0.000000
281474976710655.000000	4.770727	13491	0.000000
281474976710655.000000	3.213175	13492	0.000000
281474976710655.000000	4.998250	13493	0.000000
281474976710655.000000	3.495222	13494	0.000000
281474976710655.000000	5.092200	13495	0.000000
281474976710655.000000	3.426579	13496	0.000000
281474976710655.000000	5.266884	13497	0.000000
281474976710655.000000	3.856699	13498	0.000000
281474976710655.000000	5.591096	13499	0.000000
281474976710655.000000	3.932633	13500	0.000000
281474976710655.000000	5.623446	13501	0.000000
281474976710655.000000	4.255612	13502	0.000000
281474976710655.000000	5.366995	13503	0.000000
281474976710655.000000	4.355681	13504	0.000000
281474976710655.000000	5.608168	13505	0.000000
281474976710655.000000	4.340437	13506	0.000000
281474976710655.000000	6.852904	13507	0.000000
281474976710655.000000	4.414177	13508	0.000000
281474976710655.000000	6.377814	13509	0.000000
281474976710655.000000	5.490157	13510	0.000000
281474976710655.000000	4.870036	13511	0.000000
281474976710655.000000	4.638640	13512	0.000000
281474976710655.000000	6.821814	13513	0.000000
281474976710655.000000	5.708139	13514	0.000000
281474976710655.000000	6.217093	13515	0.000000
281474976710655.000000	5.095961	13516	0.000000
281474976710655.000000	5.902272	13517	0.000000
281474976710655.000000	5.463399	13518	0.000000
281474976710655.000000	5.967498	13519	0.000000
281474976710655.000000	5.501118	13520	0.000000
281474976710655.000000	6.229173	13521	0.000000
281474976710655.000000	5.206331	13522	0.000000
281474976710655.000000	6.013936	13523	0.000000
281474976710655.000000	5.243230	13524	0.000000
281474976710655.000000	4.945669	13525	0.000000
281474976710655.000000	5.723172	13526	0.000000
281474976710655.000000	5.721653	13527	0.000000
281474976710655.000000	5.062665	13528	0.000000
281474976710655.000000	6.877737	13529	0.000000
281474976710655.000000	4.650750	13530	0.000000
281474976710655.000000	5.800719	13531	0.000000
281474976710655.000000	6.402065	13532	0.000000
281474976710655.000000	5.568748	13533	0.000000
281474976710655.000000	4.062097	13534	0.000000
281474976710655.000000	4.858459	13535	0.000000
281474976710655.000000	5.576118	13536	0.000000
281474976710655.000000	4.562705	13537	0.000000
281474976710655.000000	4.645375	13538	0.000000
281474976710655.000000	7.931815	13539	0.000000
281474976710655.000000	4.486079	13540	0.000000
281474976710655.000000	4.806223	13541	0.000000
281474976710655.000000	4.420309	13542	0.000000
281474976710655.000000	5.112900	13543	0.000000
281474976710655.000000	4.429250	13544	0.000000
281474976710655.000000	4.774439	13545	0.000000
281474976710655.000000	4.306369	13546	0.000000
281474976710655.000000	3.833003	13547	0.000000
281474976710655.000000	3.871389	13548	0.000000
281474976710655.000000	4.857285	13549	0.000000
281474976710655.000000	4.251636	13550	0.000000
281474976710655.000000	3.805588	13551	0.000000
281474976710655.000000	4.386624	13552	0.000000
281474976710655.000000	4.594528	13553	0.000000
281474976710655.000000	6.127173	13554	0.000000
281474976710655.000000	11.167483	13555	0.000000
281474976710655.000000	4.237187	13556	0.000000
281474976710655.000000	4.507282	13557	0.000000
281474976710655.000000	3.562760	13558	0.000000
281474976710655.000000	3.106685	13559	0.000000
281474976710655.000000	4.353357	13560	0.000000
281474976710655.000000	2.695705	13561	0.000000
281474976710655.000000	2.909417	13562	0.000000
281474976710655.000000	3.006916	13563	0.000000
281474976710655.000000	3.016898	13564	0.000000
281474976710655.000000	2.633698	13565	0.000000
281474976710655.000000	3.343478	13566	0.000000
281474976710655.000000	2.821493	13567	0.000000
281474976710655.000000	2.700022	13568	0.000000
