num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
3779	64421.495351	77.981594	6.246015	3.766177	116.467601
3781	64423.558317	76.640101	6.348685	3.756458	93.311861
3783	64425.626522	75.505105	6.474871	3.766450	119.801574
3785	64427.703130	74.668469	6.275879	3.773544	101.805408
3787	64429.771551	73.618500	6.153773	3.773730	93.368512
3789	64431.835837	72.872179	6.121233	3.771560	96.876287
3791	64433.904102	71.449681	6.101652	3.770883	100.245350
3793	64435.970916	70.274844	6.122848	3.772696	82.254323
3795	64438.038988	69.323282	6.089988	3.772197	87.610129
3797	64440.106841	68.478027	6.036725	3.770708	86.061393
3799	64442.178341	67.590696	5.951957	3.767037	89.391828
3801	64444.245896	66.811674	6.002043	3.766717	82.633336
3803	64446.309766	66.113880	6.054791	3.771855	83.815551
3805	64448.373658	64.840363	5.907210	3.781994	78.634300
3807	64450.439027	63.465674	5.770174	3.788262	75.529665
3809	64452.512779	62.272398	5.621579	3.778338	76.756011
3811	64454.585814	61.773201	5.769530	3.768641	74.040495
3813	64456.646937	61.651125	5.905140	3.779963	68.135747
3815	64458.709084	59.777017	5.610582	3.794135	67.152929
3817	64460.784028	58.320024	5.417615	3.783501	64.732765
3819	64462.857678	57.823024	5.639835	3.771459	61.739352
3821	64464.919264	57.797938	5.670877	3.781895	59.753198
3823	64466.980329	56.453456	5.477070	3.794057	58.882529
3825	64469.050934	55.013499	5.302208	3.791726	58.104783
3827	64471.126063	53.929392	5.362612	3.781523	55.599342
3829	64473.197780	53.572909	5.415439	3.777965	55.344354
3831	64475.261046	52.939970	5.374901	3.782722	50.838833
3833	64477.325645	51.952433	5.322729	3.787378	50.743203
3835	64479.390142	50.993292	5.260635	3.788063	50.092530
3837	64481.457451	49.998218	5.181499	3.788846	47.122315
3839	64483.522219	49.022404	5.152329	3.788819	43.572376
3841	64485.589938	48.258050	5.117828	3.786851	44.883401
3843	64487.660044	47.271793	5.092322	3.787535	43.548502
3845	64489.730401	46.508091	5.068895	3.791213	41.148129
3847	64491.803945	45.832647	5.015784	3.795904	40.461895
3849	64493.876487	45.283790	4.908119	3.799335	39.295434
3851	64495.942106	44.655038	4.819089	3.796499	38.290371
3853	64498.001641	44.067509	4.766114	3.788511	34.749098
3855	64500.062551	42.965561	4.794354	3.778209	35.593438
3857	64502.132602	41.831159	4.866636	3.780749	34.230666
3859	64504.210494	41.205689	4.756723	3.799638	33.917613
3861	64506.281885	41.174642	4.544557	3.802192	31.240983
3863	64508.339731	40.273156	4.483645	3.788726	28.415095
3865	64510.397061	39.509694	4.510892	3.774722	29.557753
3867	64512.466069	38.651345	4.559166	3.777947	28.189219
3869	64514.544940	37.746335	4.477908	3.794472	28.541462
3871	64516.618468	37.450097	4.320534	3.802809	27.658249
3873	64518.686230	37.018395	4.249805	3.799312	26.318791
3875	64520.748871	36.206760	4.201124	3.791241	24.117955
3877	64522.809999	35.630442	4.181710	3.787222	23.687753
3879	64524.873233	35.251615	4.116775	3.784326	23.871199
3881	64526.939437	34.417251	4.073401	3.785139	22.256306
3883	64529.005388	33.855057	4.009360	3.788431	21.625032
3885	64531.073263	33.268386	3.945728	3.786856	22.169454
3887	64533.140961	32.561372	3.881893	3.788524	20.050831
3889	64535.211052	31.919808	3.812736	3.790719	20.227361
3891	64537.283384	31.224978	3.739621	3.789945	19.450943
3893	64539.357243	30.659776	3.693686	3.784892	18.645466
3895	64541.430024	30.266459	3.684196	3.785564	17.447615
3897	64543.500106	29.912810	3.664086	3.785697	17.435277
3899	64545.558370	29.603162	3.601285	3.783958	16.147269
3901	64547.610880	29.263128	3.494857	3.794723	16.124303
3903	64549.674408	28.397830	3.346885	3.799329	16.306697
3905	64551.750223	27.499715	3.238626	3.793783	14.934088
3907	64553.829332	26.962277	3.246629	3.784055	14.280231
3909	64555.903067	26.823504	3.305390	3.783839	13.920986
3911	64557.964008	26.681172	3.242715	3.783991	13.476706
3913	64560.018382	26.210229	3.136067	3.791926	13.316795
3915	64562.079436	25.446552	3.036412	3.797271	12.171890
3917	64564.149060	24.799570	2.925246	3.798488	13.248447
3919	64566.223066	24.209563	2.882947	3.792540	12.593722
3921	64568.296145	23.796923	2.852860	3.791919	10.962419
3923	64570.370038	23.362012	2.845042	3.795844	10.954270
3925	64572.442560	22.916849	2.817253	3.797371	10.636540
3927	64574.512084	22.653533	2.779118	3.796992	9.849148
3929	64576.579356	22.139041	2.735299	3.799883	9.607088
3931	64578.645977	21.787798	2.681094	3.802212	8.327990
3933	64580.711775	21.452500	2.621423	3.800651	9.071500
3935	64582.766250	21.219329	2.521685	3.789469	8.837315
3937	64584.831406	20.689212	2.494971	3.786097	8.157150
3939	64586.893421	20.480398	2.445675	3.772135	7.396665
3941	64588.959443	19.986828	2.404521	3.768140	8.276090
3943	64591.035806	19.508432	2.377758	3.782583	7.956014
3945	64593.117024	19.145908	2.320345	3.806828	6.465163
3947	64595.195025	18.931563	2.234313	3.825497	7.996874
3949	64597.268323	18.664811	2.197073	3.826144	6.122962
3951	64599.323005	18.526043	2.108841	3.803485	6.220393
3953	64601.372997	18.084548	2.117609	3.783573	5.750677
3955	64603.431734	17.876764	2.066846	3.763647	6.669262
3957	64605.502272	17.251512	2.051851	3.771197	5.595114
3959	64607.574991	16.883417	2.017119	3.785589	5.584402
3961	64609.657553	16.613931	1.951179	3.803985	5.250627
3963	64611.738769	16.207738	1.946328	3.823413	4.877769
3965	64613.815017	15.964959	1.918393	3.827146	4.812177
3967	64615.884179	15.694936	1.882238	3.826136	4.458711
3969	64617.953876	15.400384	1.887462	3.824953	4.247195
3971	64620.021701	15.049172	1.911980	3.824849	4.292875
3973	64622.087074	14.630509	1.844297	3.821039	4.142593
3975	64624.155228	14.471546	1.864871	3.824417	3.860986
3977	64626.223895	14.325388	1.789244	3.815679	3.694908
3981	64630.349051	13.976971	1.718867	3.816241	3.411126
3983	64632.401070	13.863210	1.601728	3.806361	3.160119
3985	64634.459891	13.724308	1.499678	3.802020	3.471114
3987	64636.519504	13.252454	1.430084	3.808919	3.705844
3989	64638.585079	12.853694	1.402943	3.811547	2.803331
3991	64640.664473	12.645487	1.338060	3.813168	2.778985
3993	64642.754381	12.016325	1.484702	3.817837	3.443376
3995	64644.840397	11.631863	1.656567	3.826642	2.835496
3997	64647.706031	0.670805	0.570142	2.576944	2.402852
3999	64651.030990	11.647231	1.412036	3.822017	2.324973
4001	64653.070944	11.555364	1.284770	3.811657	2.274549
4003	64655.125669	11.392456	1.152775	3.800306	2.445061
4005	64657.187026	10.935466	1.157933	3.808041	2.781507
4007	64659.249150	10.708699	1.147648	3.804296	2.272537
4009	64661.319461	10.394561	1.124117	3.798115	2.376625
4011	64663.393055	10.308098	1.101488	3.800930	1.208737
4013	64666.353962	0.072991	0.298556	2.395907	1.851519
4015	64670.481027	0.368435	-0.022589	3.199806	2.314013
4017	64674.607075	0.781919	-0.076579	0.954971	2.109024
4019	64678.702532	0.266429	-0.100503	-5.861294	1.489460
4021	64682.780287	0.551557	-0.432147	-6.910925	1.205166
4023	64686.912455	0.799925	-0.464654	4.528307	1.039332
4025	64691.106995	0.573409	0.114939	3.258689	0.950676
4027	64695.263027	0.508372	-0.082238	1.606411	0.494554
4029	64699.373060	0.000000	0.215703	4.601680	0.973254
4031	64703.461391	0.001063	0.011710	-0.607897	0.943051
4033	64707.558988	0.036362	-0.861223	-0.836054	0.865385
