num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
3115	63395.967052	70.552385	3.911572	3.657398	104.274528
3117	63398.034325	69.424949	3.899163	3.658569	94.915333
3119	63400.103800	67.993841	3.835542	3.658501	96.940516
3121	63402.172875	66.677369	3.849973	3.658029	87.678580
3123	63404.243306	65.357701	3.782245	3.657973	85.868306
3125	63406.313519	64.234846	3.810254	3.656031	80.325809
3127	63408.383521	62.914341	3.802198	3.654500	83.529283
3129	63410.451924	61.938025	3.775657	3.655037	76.959665
3131	63412.517284	60.781949	3.786493	3.659429	75.684964
3133	63414.582406	59.256797	3.719307	3.661951	75.194402
3135	63416.647961	58.247295	3.652355	3.666144	69.091310
3137	63418.717513	56.646416	3.573139	3.668967	67.682635
3139	63420.791367	55.472490	3.528094	3.663173	62.296687
3141	63422.864337	54.230895	3.566560	3.658873	60.073973
3143	63424.933915	53.472836	3.560652	3.656229	59.153355
3145	63426.998722	52.553832	3.580356	3.660827	54.779759
3147	63429.062504	51.211883	3.525525	3.665517	55.310873
3149	63431.127507	50.084531	3.457078	3.668624	51.488299
3151	63433.196143	48.999722	3.398929	3.668305	49.474325
3153	63435.266767	47.725137	3.355214	3.667485	47.561470
3155	63437.338568	46.561795	3.338426	3.666016	47.134372
3157	63439.409532	45.519020	3.309090	3.664847	43.833252
3159	63441.480644	44.595485	3.300959	3.664494	42.087884
3161	63443.549714	43.834036	3.269102	3.664150	40.774497
3163	63445.618613	42.717670	3.228094	3.665116	38.055505
3165	63447.686435	41.865391	3.208721	3.665219	34.629709
3167	63449.753529	41.016034	3.131001	3.665477	34.715606
3169	63451.819911	40.005098	3.085134	3.665199	34.258739
3171	63453.884673	39.313840	3.045667	3.661985	32.427797
3173	63455.950281	38.410471	2.996955	3.658486	31.318476
3175	63458.017109	37.339210	3.007463	3.654259	29.358770
3177	63460.087035	36.463439	2.943869	3.657010	27.745981
3179	63462.162252	35.307274	2.894317	3.664181	26.395535
3181	63464.238514	34.795677	2.800802	3.672362	26.139551
3183	63466.311746	34.162688	2.713798	3.675843	23.684509
3185	63468.377142	33.420911	2.664490	3.671923	23.988713
3187	63470.440459	32.569575	2.585590	3.664528	22.546360
3189	63472.510346	32.048340	2.587967	3.656214	16.816901
3191	63474.573699	31.098407	2.546766	3.652676	17.034015
3193	63476.639856	30.432198	2.507072	3.651106	19.745036
3195	63478.711399	29.491359	2.465456	3.656559	19.091987
3197	63480.785128	29.062324	2.403627	3.664728	18.100884
3199	63482.857833	28.247360	2.362631	3.668660	17.534435
3201	63484.929681	27.699431	2.312213	3.671676	16.685295
3203	63487.002154	27.035941	2.273572	3.674476	15.297528
3205	63489.071515	26.536843	2.210136	3.671074	14.603978
3207	63491.144151	25.586323	2.196186	3.673832	13.868076
3209	63493.210595	25.285049	2.147551	3.672015	12.651814
3211	63495.276915	24.692130	2.107051	3.671130	12.897564
3213	63497.343456	23.991142	2.055675	3.671899	12.502996
3215	63499.406039	23.655532	1.990043	3.669834	10.785386
3217	63501.468993	23.215633	1.892079	3.666762	11.231285
3219	63503.533571	22.587690	1.833911	3.666705	10.708660
