crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.089838	12419	0.000000
281474976710655.000000	0.962192	12420	0.000000
281474976710655.000000	0.971669	12421	0.000000
281474976710655.000000	1.016118	12422	0.000000
281474976710655.000000	1.127737	12423	0.000000
281474976710655.000000	1.108819	12424	0.000000
281474976710655.000000	0.969543	12425	0.000000
281474976710655.000000	1.278697	12426	0.000000
281474976710655.000000	0.982257	12427	0.000000
281474976710655.000000	1.659932	12428	0.000000
281474976710655.000000	1.098020	12429	0.000000
281474976710655.000000	1.744362	12430	0.000000
281474976710655.000000	1.277400	12431	0.000000
281474976710655.000000	2.021923	12432	0.000000
281474976710655.000000	1.366086	12433	0.000000
281474976710655.000000	2.278484	12434	0.000000
281474976710655.000000	1.681300	12435	0.000000
281474976710655.000000	2.559593	12436	0.000000
281474976710655.000000	1.877955	12437	0.000000
281474976710655.000000	2.973845	12438	0.000000
281474976710655.000000	2.025641	12439	0.000000
281474976710655.000000	3.744263	12440	0.000000
281474976710655.000000	2.269693	12441	0.000000
281474976710655.000000	4.071959	12442	0.000000
281474976710655.000000	3.007741	12443	0.000000
281474976710655.000000	3.929321	12444	0.000000
281474976710655.000000	3.441332	12445	0.000000
281474976710655.000000	4.727018	12446	0.000000
281474976710655.000000	3.718361	12447	0.000000
281474976710655.000000	5.847918	12448	0.000000
281474976710655.000000	3.932171	12449	0.000000
281474976710655.000000	7.167704	12450	0.000000
281474976710655.000000	3.799678	12451	0.000000
281474976710655.000000	7.351481	12452	0.000000
281474976710655.000000	4.377784	12453	0.000000
281474976710655.000000	7.108169	12454	0.000000
281474976710655.000000	4.842173	12455	0.000000
281474976710655.000000	7.545807	12456	0.000000
281474976710655.000000	5.839418	12457	0.000000
281474976710655.000000	6.596072	12458	0.000000
281474976710655.000000	6.265971	12459	0.000000
281474976710655.000000	6.812282	12460	0.000000
281474976710655.000000	6.330330	12461	0.000000
281474976710655.000000	7.301002	12462	0.000000
281474976710655.000000	5.861550	12463	0.000000
281474976710655.000000	7.719181	12464	0.000000
281474976710655.000000	5.798490	12465	0.000000
281474976710655.000000	7.037859	12466	0.000000
281474976710655.000000	6.185114	12467	0.000000
281474976710655.000000	7.038838	12468	0.000000
281474976710655.000000	6.464400	12469	0.000000
281474976710655.000000	6.462939	12470	0.000000
281474976710655.000000	6.326811	12471	0.000000
281474976710655.000000	6.224683	12472	0.000000
281474976710655.000000	6.237746	12473	0.000000
281474976710655.000000	5.687059	12474	0.000000
281474976710655.000000	6.125331	12475	0.000000
281474976710655.000000	5.393515	12476	0.000000
281474976710655.000000	5.943688	12477	0.000000
281474976710655.000000	5.247120	12478	0.000000
281474976710655.000000	5.773334	12479	0.000000
281474976710655.000000	4.841397	12480	0.000000
281474976710655.000000	5.805716	12481	0.000000
281474976710655.000000	4.733282	12482	0.000000
281474976710655.000000	4.871893	12483	0.000000
281474976710655.000000	4.210887	12484	0.000000
281474976710655.000000	4.755922	12485	0.000000
281474976710655.000000	3.513811	12486	0.000000
281474976710655.000000	4.297282	12487	0.000000
281474976710655.000000	3.232516	12488	0.000000
281474976710655.000000	3.660257	12489	0.000000
281474976710655.000000	2.809922	12490	0.000000
281474976710655.000000	4.048230	12491	0.000000
281474976710655.000000	2.806830	12492	0.000000
281474976710655.000000	3.441554	12493	0.000000
281474976710655.000000	2.822927	12494	0.000000
281474976710655.000000	3.209025	12495	0.000000
281474976710655.000000	2.312595	12496	0.000000
281474976710655.000000	3.156306	12497	0.000000
281474976710655.000000	2.054629	12498	0.000000
281474976710655.000000	2.695875	12499	0.000000
281474976710655.000000	1.984680	12500	0.000000
281474976710655.000000	2.515763	12501	0.000000
281474976710655.000000	1.591836	12502	0.000000
281474976710655.000000	2.102500	12503	0.000000
281474976710655.000000	1.387323	12504	0.000000
281474976710655.000000	1.983565	12505	0.000000
281474976710655.000000	1.937371	12506	0.000000
281474976710655.000000	1.852525	12507	0.000000
281474976710655.000000	1.840551	12508	0.000000
281474976710655.000000	1.551191	12509	0.000000
281474976710655.000000	1.425798	12510	0.000000
281474976710655.000000	1.141264	12511	0.000000
