num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
5071	65935.920637	75.427497	-5.158102	3.653822	90.488900
5073	65937.990265	74.715230	-5.189872	3.651152	92.403082
5075	65940.060096	74.094066	-5.126199	3.643901	93.711658
5077	65942.124824	74.010842	-5.085193	3.642692	88.484940
5079	65944.191903	73.372092	-5.092245	3.641448	92.340921
5081	65946.255788	72.752041	-5.045373	3.643922	85.675371
5083	65948.320708	72.116982	-5.056278	3.643132	85.576031
5085	65950.385299	71.296829	-5.051646	3.642916	77.200766
5087	65952.449534	70.610156	-5.050661	3.641034	83.110141
5089	65954.515584	70.019915	-5.012649	3.641168	76.963950
5091	65956.581505	69.255991	-5.002266	3.639562	81.231457
5093	65958.648066	68.750778	-4.985995	3.640606	79.375093
5095	65960.715859	67.712314	-4.989900	3.637681	74.882466
5097	65962.782958	67.351999	-4.929646	3.640004	76.085342
5099	65964.851394	66.898183	-4.896463	3.637841	74.309268
5101	65966.918385	66.310936	-4.888714	3.638255	71.692407
5103	65968.983384	65.599933	-4.848957	3.636665	70.716126
5105	65971.047229	65.125824	-4.830033	3.635188	68.689522
5107	65973.109618	64.468034	-4.805916	3.632504	66.944814
5109	65975.171373	63.770032	-4.782334	3.626570	69.226812
5111	65977.235066	63.252967	-4.733550	3.624263	66.396504
5113	65979.302887	62.234564	-4.689051	3.621067	63.428343
5115	65981.370705	61.782501	-4.663851	3.626390	64.838846
5117	65983.440236	61.109754	-4.669934	3.628617	62.560084
5119	65985.509749	60.605855	-4.693189	3.629646	59.448513
5121	65987.577874	60.039445	-4.647745	3.627180	57.398033
5123	65989.644010	59.705884	-4.657083	3.626671	58.888890
5125	65991.709527	58.961921	-4.621005	3.624537	55.906511
5127	65993.773900	58.380267	-4.577678	3.623521	55.924207
5129	65995.837922	57.923936	-4.526459	3.621561	55.611454
5131	65997.902775	57.167276	-4.528427	3.620452	55.361775
5133	65999.967573	56.777775	-4.485342	3.619563	53.588831
5135	66002.033528	56.038330	-4.463541	3.618634	53.444241
5137	66004.099466	55.575484	-4.433062	3.617279	50.482903
5139	66006.166416	54.868576	-4.406724	3.615981	51.371045
5141	66008.233833	54.520757	-4.411665	3.614525	48.939645
5143	66010.301021	53.768633	-4.364597	3.612872	49.120578
5145	66012.367708	53.431110	-4.356892	3.611128	48.124552
5147	66014.433378	52.973085	-4.309536	3.608574	45.864920
5149	66016.497739	52.461933	-4.285559	3.608840	44.384362
5151	66018.560664	52.006108	-4.288164	3.610495	45.085732
5153	66020.622256	51.549729	-4.263978	3.611450	44.900051
5155	66022.684206	50.975624	-4.257047	3.611750	42.005434
5157	66024.747537	50.541938	-4.240314	3.612487	41.924361
5159	66026.812845	49.706622	-4.215929	3.613103	41.189220
5161	66028.878645	49.334853	-4.200867	3.612109	41.916568
5163	66030.947214	48.681508	-4.156611	3.610670	40.929064
5165	66033.015859	48.120953	-4.127155	3.608549	40.260226
5167	66035.084507	47.544562	-4.108886	3.606339	38.994719
5169	66037.152569	47.146239	-4.067021	3.605403	38.008367
5171	66039.220049	46.893593	-4.052215	3.603357	37.210171
5173	66041.286839	46.295043	-4.005635	3.602547	36.466467
5175	66043.353216	45.870316	-4.002441	3.601973	34.502861
5177	66045.418657	45.397050	-3.981572	3.602005	33.972849
5179	66047.484375	44.933427	-3.979282	3.600978	34.826752
5181	66049.549569	44.635952	-3.958587	3.601439	32.505778
5183	66051.614833	44.071811	-3.912027	3.601470	32.867889
5185	66053.678767	43.782613	-3.893638	3.600828	32.947724
5187	66055.742779	43.370605	-3.866774	3.599406	31.786290
5189	66057.805449	42.573367	-3.823276	3.598748	31.206399
5191	66059.867394	42.488085	-3.814151	3.596345	31.434165
5193	66061.929786	41.991966	-3.796711	3.592831	30.957103
5195	66063.993345	41.535331	-3.764122	3.589726	30.165439
5197	66066.055824	41.035348	-3.740006	3.588170	29.832808
5199	66068.122973	40.548064	-3.703581	3.587993	28.105286
