num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1295	59650.772886	52.378831	0.763457	0.589762	99.071222
1297	59652.845218	41.131300	0.728805	0.591695	61.268404
1299	59654.927993	31.973713	0.576694	0.607723	40.883186
1301	59657.001985	25.134052	0.362493	0.604667	22.982589
1303	59659.058707	19.289980	0.251423	0.583074	13.291626
1305	59661.117021	14.660765	0.222250	0.566077	9.099727
1307	59663.188385	11.139590	0.199712	0.583670	5.085555
1309	59665.279923	8.723678	0.169775	0.606282	3.030166
1309	59665.279923	8.723678	0.169775	0.606282	2.236651
1309	59665.279923	8.723678	0.169775	0.606282	2.236651
