crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	Inf	4914	0.000000
281474976710655.000000	117.650986	4915	0.000000
281474976710655.000000	117.084755	4916	0.000000
281474976710655.000000	115.727821	4917	0.000000
281474976710655.000000	54.233334	4918	0.000000
281474976710655.000000	96.203697	4919	0.000000
281474976710655.000000	103.816299	4920	0.000000
281474976710655.000000	Inf	4921	0.000000
281474976710655.000000	64.333282	4922	0.000000
281474976710655.000000	110.764145	4923	0.000000
281474976710655.000000	69.072792	4924	0.000000
281474976710655.000000	104.446541	4925	0.000000
281474976710655.000000	95.791039	4926	0.000000
281474976710655.000000	89.947945	4927	0.000000
281474976710655.000000	Inf	4928	0.000000
281474976710655.000000	98.336159	4929	0.000000
281474976710655.000000	61.711571	4930	0.000000
281474976710655.000000	89.104843	4931	0.000000
281474976710655.000000	93.747673	4932	0.000000
281474976710655.000000	91.945549	4933	0.000000
281474976710655.000000	92.552460	4934	0.000000
281474976710655.000000	90.631767	4935	0.000000
281474976710655.000000	86.561913	4936	0.000000
281474976710655.000000	94.769844	4937	0.000000
281474976710655.000000	88.512047	4938	0.000000
281474976710655.000000	43.403175	4939	0.000000
281474976710655.000000	88.789330	4940	0.000000
281474976710655.000000	81.054817	4941	0.000000
281474976710655.000000	78.108406	4942	0.000000
281474976710655.000000	86.061333	4943	0.000000
281474976710655.000000	62.542419	4944	0.000000
281474976710655.000000	52.993481	4945	0.000000
281474976710655.000000	53.230400	4946	0.000000
281474976710655.000000	159.304810	4947	0.000000
281474976710655.000000	76.746834	4948	0.000000
281474976710655.000000	51.840443	4949	0.000000
281474976710655.000000	71.336182	4950	0.000000
281474976710655.000000	47.844307	4951	0.000000
281474976710655.000000	77.953995	4952	0.000000
281474976710655.000000	48.366791	4953	0.000000
281474976710655.000000	35.124542	4954	0.000000
281474976710655.000000	70.959442	4955	0.000000
281474976710655.000000	68.761444	4956	0.000000
281474976710655.000000	45.006802	4957	0.000000
281474976710655.000000	69.818962	4958	0.000000
281474976710655.000000	35.050209	4959	0.000000
281474976710655.000000	66.582787	4960	0.000000
281474976710655.000000	45.427979	4961	0.000000
281474976710655.000000	64.796028	4962	0.000000
281474976710655.000000	64.149902	4963	0.000000
281474976710655.000000	Inf	4964	0.000000
281474976710655.000000	59.206306	4965	0.000000
281474976710655.000000	62.478447	4966	0.000000
281474976710655.000000	64.085808	4967	0.000000
281474976710655.000000	63.114437	4968	0.000000
281474976710655.000000	57.338509	4969	0.000000
281474976710655.000000	64.776237	4970	0.000000
281474976710655.000000	65.550949	4971	0.000000
281474976710655.000000	43.010406	4972	0.000000
281474976710655.000000	58.498619	4973	0.000000
281474976710655.000000	55.149986	4974	0.000000
