crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	4.965232	13226	0.000000
281474976710655.000000	5.390823	13227	0.000000
281474976710655.000000	6.222083	13228	0.000000
281474976710655.000000	5.791728	13229	0.000000
281474976710655.000000	4.926173	13230	0.000000
281474976710655.000000	4.432292	13231	0.000000
281474976710655.000000	4.618917	13232	0.000000
281474976710655.000000	4.749054	13233	0.000000
281474976710655.000000	4.651336	13234	0.000000
281474976710655.000000	4.287114	13235	0.000000
281474976710655.000000	4.362445	13236	0.000000
281474976710655.000000	5.194289	13237	0.000000
281474976710655.000000	4.558627	13238	0.000000
281474976710655.000000	4.628695	13239	0.000000
281474976710655.000000	4.707807	13240	0.000000
281474976710655.000000	4.423906	13241	0.000000
281474976710655.000000	4.256449	13242	0.000000
281474976710655.000000	4.834234	13243	0.000000
281474976710655.000000	4.343095	13244	0.000000
281474976710655.000000	5.122817	13245	0.000000
281474976710655.000000	4.047530	13246	0.000000
281474976710655.000000	4.211631	13247	0.000000
281474976710655.000000	3.604635	13248	0.000000
281474976710655.000000	4.059759	13249	0.000000
281474976710655.000000	3.440759	13250	0.000000
281474976710655.000000	4.024993	13251	0.000000
281474976710655.000000	3.371381	13252	0.000000
281474976710655.000000	3.609707	13253	0.000000
281474976710655.000000	3.070406	13254	0.000000
281474976710655.000000	3.786048	13255	0.000000
281474976710655.000000	3.132668	13256	0.000000
281474976710655.000000	3.730643	13257	0.000000
281474976710655.000000	2.779026	13258	0.000000
281474976710655.000000	3.264486	13259	0.000000
281474976710655.000000	2.793379	13260	0.000000
281474976710655.000000	2.720205	13261	0.000000
281474976710655.000000	2.789893	13262	0.000000
281474976710655.000000	3.847365	13263	0.000000
281474976710655.000000	2.526026	13264	0.000000
281474976710655.000000	2.537547	13265	0.000000
281474976710655.000000	2.288489	13266	0.000000
281474976710655.000000	3.188212	13267	0.000000
281474976710655.000000	2.192135	13268	0.000000
281474976710655.000000	2.995525	13269	0.000000
281474976710655.000000	2.256876	13270	0.000000
281474976710655.000000	2.946956	13271	0.000000
281474976710655.000000	1.944705	13272	0.000000
281474976710655.000000	2.688072	13273	0.000000
281474976710655.000000	1.777119	13274	0.000000
281474976710655.000000	2.592643	13275	0.000000
281474976710655.000000	1.489207	13276	0.000000
281474976710655.000000	2.492600	13277	0.000000
281474976710655.000000	2.341030	13278	0.000000
281474976710655.000000	2.475478	13279	0.000000
281474976710655.000000	2.160275	13280	0.000000
281474976710655.000000	2.106712	13281	0.000000
281474976710655.000000	1.901980	13282	0.000000
281474976710655.000000	1.806953	13283	0.000000
281474976710655.000000	1.702778	13284	0.000000
281474976710655.000000	1.734383	13285	0.000000
281474976710655.000000	1.554953	13286	0.000000
281474976710655.000000	1.431964	13287	0.000000
281474976710655.000000	1.520751	13288	0.000000
