crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.200434	11559	0.000000
281474976710655.000000	0.972108	11560	0.000000
281474976710655.000000	1.899119	11561	0.000000
281474976710655.000000	1.317256	11562	0.000000
281474976710655.000000	3.090255	11563	0.000000
281474976710655.000000	2.429931	11564	0.000000
281474976710655.000000	4.338861	11565	0.000000
281474976710655.000000	4.475382	11566	0.000000
281474976710655.000000	5.857362	11567	0.000000
281474976710655.000000	6.250569	11568	0.000000
281474976710655.000000	9.592222	11569	0.000000
281474976710655.000000	6.353461	11570	0.000000
281474976710655.000000	10.838808	11571	0.000000
281474976710655.000000	7.688560	11572	0.000000
281474976710655.000000	9.167568	11573	0.000000
281474976710655.000000	8.812039	11574	0.000000
281474976710655.000000	7.533369	11575	0.000000
281474976710655.000000	6.605003	11576	0.000000
281474976710655.000000	6.681890	11577	0.000000
281474976710655.000000	6.673303	11578	0.000000
281474976710655.000000	4.944310	11579	0.000000
281474976710655.000000	10.381797	11580	0.000000
281474976710655.000000	4.073720	11581	0.000000
281474976710655.000000	4.563659	11582	0.000000
281474976710655.000000	2.594127	11583	0.000000
281474976710655.000000	3.594881	11584	0.000000
281474976710655.000000	1.677233	11585	0.000000
281474976710655.000000	3.180404	11586	0.000000
281474976710655.000000	2.002929	11587	0.000000
281474976710655.000000	1.687887	11588	0.000000
281474976710655.000000	1.037930	11589	0.000000
