crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	51.362591	4605	0.000000
281474976710655.000000	121.357193	4606	0.000000
281474976710655.000000	56.590698	4607	0.000000
281474976710655.000000	Inf	4608	0.000000
281474976710655.000000	51.651203	4609	0.000000
281474976710655.000000	106.569954	4610	0.000000
281474976710655.000000	49.086681	4611	0.000000
281474976710655.000000	50.815044	4612	0.000000
281474976710655.000000	101.357758	4613	0.000000
281474976710655.000000	102.721329	4614	0.000000
281474976710655.000000	102.461945	4615	0.000000
281474976710655.000000	104.084213	4616	0.000000
281474976710655.000000	102.905052	4617	0.000000
281474976710655.000000	52.413925	4618	0.000000
281474976710655.000000	98.913383	4619	0.000000
281474976710655.000000	Inf	4620	0.000000
281474976710655.000000	96.193481	4621	0.000000
281474976710655.000000	94.224800	4622	0.000000
281474976710655.000000	93.805786	4623	0.000000
281474976710655.000000	89.952766	4624	0.000000
281474976710655.000000	92.300537	4625	0.000000
281474976710655.000000	60.677410	4626	0.000000
281474976710655.000000	185.421967	4627	0.000000
281474976710655.000000	86.630791	4628	0.000000
281474976710655.000000	89.117493	4629	0.000000
281474976710655.000000	87.112762	4630	0.000000
281474976710655.000000	178.308777	4631	0.000000
281474976710655.000000	82.137695	4632	0.000000
281474976710655.000000	42.462395	4633	0.000000
281474976710655.000000	83.451126	4634	0.000000
281474976710655.000000	61.380459	4635	0.000000
281474976710655.000000	168.138382	4636	0.000000
281474976710655.000000	81.221024	4637	0.000000
281474976710655.000000	76.897881	4638	0.000000
281474976710655.000000	34.885014	4639	0.000000
281474976710655.000000	59.282970	4640	0.000000
281474976710655.000000	75.819389	4641	0.000000
281474976710655.000000	77.681938	4642	0.000000
281474976710655.000000	150.738831	4643	0.000000
281474976710655.000000	73.603783	4644	0.000000
281474976710655.000000	67.000069	4645	0.000000
281474976710655.000000	70.968864	4646	0.000000
281474976710655.000000	46.312855	4647	0.000000
281474976710655.000000	68.551041	4648	0.000000
281474976710655.000000	72.035629	4649	0.000000
281474976710655.000000	112.053986	4650	0.000000
281474976710655.000000	32.114552	4651	0.000000
281474976710655.000000	Inf	4652	0.000000
281474976710655.000000	50.078136	4653	0.000000
281474976710655.000000	49.856285	4654	0.000000
281474976710655.000000	49.532547	4655	0.000000
281474976710655.000000	62.732571	4656	0.000000
281474976710655.000000	59.524055	4657	0.000000
281474976710655.000000	63.905602	4658	0.000000
281474976710655.000000	47.438599	4659	0.000000
281474976710655.000000	59.699722	4660	0.000000
281474976710655.000000	93.642601	4661	0.000000
281474976710655.000000	62.126171	4662	0.000000
281474976710655.000000	45.378963	4663	0.000000
281474976710655.000000	92.782509	4664	0.000000
281474976710655.000000	58.517582	4665	0.000000
281474976710655.000000	54.683132	4666	0.000000
281474976710655.000000	78.991165	4667	0.000000
281474976710655.000000	45.171169	4668	0.000000
281474976710655.000000	45.252644	4669	0.000000
281474976710655.000000	47.644230	4670	0.000000
281474976710655.000000	53.029186	4671	0.000000
281474976710655.000000	36.233749	4672	0.000000
281474976710655.000000	49.782780	4673	0.000000
281474976710655.000000	53.958344	4674	0.000000
281474976710655.000000	49.666843	4675	0.000000
281474976710655.000000	37.822567	4676	0.000000
281474976710655.000000	58.813404	4677	0.000000
281474976710655.000000	48.249081	4678	0.000000
281474976710655.000000	56.784157	4679	0.000000
281474976710655.000000	46.945686	4680	0.000000
