num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
4603	65410.900289	74.949528	1.558765	3.628225	29.742772
4605	65412.966381	79.890143	2.319932	3.608864	114.345546
4607	65415.031055	79.193136	2.360618	3.608252	100.752525
4609	65417.096252	78.372836	2.362924	3.606323	112.201793
4611	65419.162342	77.287862	2.394890	3.603213	103.193448
4613	65421.228736	76.344392	2.359446	3.604872	105.874721
4615	65423.295565	75.551217	2.348584	3.603559	96.595633
4617	65425.362974	74.183365	2.349519	3.603826	97.548806
4619	65427.429836	73.921807	2.346864	3.606373	96.106133
4621	65429.497721	72.626121	2.363786	3.603758	96.824361
4623	65431.565053	72.339819	2.329185	3.606892	90.452390
4625	65433.631711	71.391733	2.294391	3.606558	91.201292
4627	65435.698718	70.771038	2.293483	3.609326	85.891370
4629	65437.764584	69.804842	2.274871	3.607645	88.935324
4631	65439.831115	69.050895	2.267539	3.608990	87.613720
4633	65441.896617	68.290887	2.245685	3.610510	81.532292
4635	65443.964111	67.771940	2.260360	3.610880	84.002448
4637	65446.032028	66.979095	2.230857	3.611731	77.588501
4639	65448.099235	65.950001	2.220132	3.612259	76.273705
4641	65450.170171	64.947933	2.197656	3.612764	74.322956
4643	65452.238223	64.258925	2.207111	3.609176	74.436349
4645	65454.307233	63.456375	2.179966	3.609002	71.818180
4647	65456.375547	62.900541	2.183878	3.606300	69.733463
4649	65458.442220	62.299663	2.201413	3.606568	68.871720
4651	65460.508150	61.676968	2.190604	3.608366	68.736374
4653	65462.573241	60.958957	2.179779	3.609919	66.999464
4655	65464.637709	60.067991	2.158282	3.610164	64.365322
4657	65466.703059	59.049722	2.139021	3.610924	62.732143
4659	65468.767648	58.587874	2.140964	3.613211	61.740474
4661	65470.833149	57.601211	2.112646	3.610277	59.688573
4663	65472.899452	57.109606	2.117771	3.610763	56.973259
4665	65474.965170	56.292552	2.105761	3.611330	57.320375
4667	65477.032201	55.697038	2.095087	3.609575	55.255832
4669	65479.098632	54.824090	2.096767	3.609999	53.359110
4671	65481.166229	54.121499	2.093690	3.609391	52.027715
4673	65483.233605	53.390425	2.093758	3.610551	51.891352
4675	65485.301644	52.740099	2.062307	3.611527	49.818758
4677	65487.369975	52.170016	2.070605	3.612197	49.020891
4679	65489.439146	51.320977	2.050177	3.614067	49.056915
4681	65491.508021	50.903611	2.031351	3.614803	47.269229
4683	65493.577089	50.042952	1.990676	3.615503	46.641429
4685	65495.644965	49.642582	1.978162	3.615218	44.951721
4687	65497.711530	49.136510	1.974743	3.614398	42.830579
4689	65499.777115	48.568673	1.949251	3.613773	41.539896
4691	65501.841469	47.697320	1.956804	3.613785	41.596345
4693	65503.905557	47.337990	1.942164	3.611897	39.337012
4695	65505.969473	46.745236	1.937332	3.610781	39.751127
4697	65508.033687	45.975304	1.927167	3.610575	38.564042
4699	65510.098637	45.530712	1.910606	3.608842	38.606438
4701	65512.163477	44.859203	1.908796	3.608255	35.910752
4703	65514.230033	44.276329	1.906697	3.607729	35.210088
4705	65516.295111	43.661908	1.902301	3.607889	31.765856
4707	65518.362067	43.210904	1.892378	3.608034	34.000204
4709	65520.428010	42.545977	1.860962	3.609365	32.992881
4711	65522.495586	41.945747	1.853174	3.609270	32.033575
4713	65524.561247	41.571098	1.829429	3.609990	31.651161
4715	65526.627617	41.068932	1.813995	3.612569	31.958677
4717	65528.695195	40.382451	1.792722	3.611039	30.267214
4719	65530.762397	39.813162	1.771695	3.612693	29.568891
4721	65532.830713	39.126012	1.766100	3.612427	28.210188
4723	65534.900231	38.678932	1.737756	3.611777	28.557182
4725	65536.969243	38.088185	1.741410	3.610380	27.138035
4727	65539.039208	37.466563	1.716907	3.609672	25.872420
4729	65541.109009	37.186063	1.722590	3.607604	25.710921
4731	65543.177313	36.723561	1.735439	3.607639	24.985911
4733	65545.245463	36.195478	1.715985	3.606639	23.491137
4735	65547.310963	35.901076	1.726790	3.607224	24.294855
4737	65549.376584	35.370569	1.700067	3.608524	22.745282
4739	65551.441133	35.030908	1.650973	3.609564	22.369335
4741	65553.505944	34.399812	1.643773	3.610380	21.545973
4743	65555.569413	34.085533	1.594847	3.610564	20.868461
4745	65557.633933	33.571361	1.579804	3.611217	21.462353
4747	65559.697725	33.091962	1.553345	3.609984	19.127915
4749	65561.766083	32.431929	1.527460	3.608761	19.020574
4751	65563.832955	32.492413	1.502664	3.610244	18.940322
4753	65565.897793	31.785793	1.491878	3.607756	18.672392
4755	65567.965966	31.392838	1.485667	3.609269	17.924450
4757	65570.033509	30.925025	1.465566	3.608133	17.910277
4759	65572.101852	30.375469	1.452273	3.607720	17.332752
4761	65574.169751	30.086605	1.441268	3.612175	16.883942
4763	65576.238901	29.715249	1.428625	3.613439	16.189014
4765	65578.307998	29.229456	1.413295	3.614761	16.723157
4767	65580.376691	28.888064	1.401174	3.613726	15.433591
4769	65582.445112	28.246026	1.406453	3.617453	15.104071
4771	65584.513617	28.093787	1.368810	3.615370	14.426900
4773	65586.579500	28.028583	1.348622	3.610836	14.400883
4775	65588.644796	27.173861	1.344457	3.614938	13.336404
4777	65590.708254	27.134449	1.317389	3.610827	12.896217
4779	65592.769218	26.567971	1.289952	3.608063	13.179967
4781	65594.831749	26.310657	1.263471	3.606910	12.497552
4783	65596.891694	25.777928	1.235467	3.606913	12.269476
4785	65598.956389	25.572032	1.213518	3.600286	11.144763
4787	65601.019282	25.147929	1.205670	3.601189	10.621446
4789	65603.086612	24.939362	1.175221	3.600927	11.694749
4791	65605.151579	24.599984	1.164463	3.601333	10.907054
4793	65607.216029	24.151757	1.154508	3.599838	10.415358
4795	65609.282609	23.791734	1.134359	3.600943	11.054423
4797	65611.350184	23.554523	1.118900	3.601647	10.256636
