crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.308078	11306	0.000000
281474976710655.000000	0.962751	11307	0.000000
281474976710655.000000	1.370202	11308	0.000000
281474976710655.000000	1.704345	11309	0.000000
281474976710655.000000	4.228635	11310	0.000000
281474976710655.000000	2.964407	11311	0.000000
281474976710655.000000	7.630708	11312	0.000000
281474976710655.000000	5.747787	11313	0.000000
281474976710655.000000	11.914760	11314	0.000000
281474976710655.000000	5.563487	11315	0.000000
281474976710655.000000	9.495746	11316	0.000000
281474976710655.000000	7.107591	11317	0.000000
281474976710655.000000	8.628377	11318	0.000000
281474976710655.000000	6.761887	11319	0.000000
281474976710655.000000	5.732697	11320	0.000000
281474976710655.000000	5.238002	11321	0.000000
281474976710655.000000	3.601975	11322	0.000000
281474976710655.000000	3.486731	11323	0.000000
281474976710655.000000	2.049152	11324	0.000000
281474976710655.000000	2.605060	11325	0.000000
281474976710655.000000	1.675841	11326	0.000000
