num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
11307	84859.570911	14.878781	0.017759	3.934254	2.230452
11309	84861.528693	2.264064	52.994875	5.199514	1.315434
11311	84863.596734	2.068281	44.231673	5.197316	1.035820
11313	84865.672662	1.772354	36.555029	5.196081	1.860784
11315	84867.754561	1.513973	29.670830	5.192447	5.475882
11317	84869.828611	1.268607	24.034751	5.187897	6.086053
11319	84871.900132	1.092683	19.315847	5.188206	6.649043
11321	84873.979138	0.923749	15.463908	5.180760	6.982585
11323	84876.052375	0.792724	12.319677	5.183139	5.243967
11325	84878.131332	0.654098	9.825289	5.181376	3.572341
