num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
11359	84971.662500	15.368050	0.187079	4.014912	1.237325
11361	85003.778718	4.106312	-55.207541	5.266653	0.521045
11363	85005.695818	3.854674	-50.562169	5.307771	1.926325
11365	85007.774682	2.127367	-42.147448	5.301881	4.201044
11367	85009.867222	2.925700	-33.780850	5.299836	9.134922
11369	85011.942712	1.335221	-28.034063	5.299822	13.125797
11371	85014.019865	1.772407	-22.148190	-0.978273	11.174361
11373	85016.086667	1.457273	-17.417108	-0.985606	8.943708
11375	85018.179289	0.991534	-14.001622	-0.990277	4.736056
11377	85020.258573	0.794571	-11.099606	-0.986054	1.905312
11379	85022.322435	0.502995	-4.380944	5.147602	2.406532
