num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
4305	65077.881816	74.071214	5.277927	0.654477	100.159091
4307	65079.948739	73.286746	5.272975	0.652352	92.567538
4309	65082.016116	72.104235	5.221885	0.654601	97.565751
4311	65084.082965	72.048208	5.208738	0.651687	101.546353
4313	65086.147292	71.414462	5.199036	0.653596	102.631660
4315	65088.213401	70.320489	5.183027	0.655951	91.943272
4317	65090.277711	69.602893	5.135624	0.657215	84.314942
4319	65092.342487	68.307254	5.128838	0.661428	84.349731
4321	65094.407227	67.922405	5.105738	0.663667	83.475800
4323	65096.470036	67.001427	5.087687	0.666741	77.831984
4325	65098.535359	66.148967	5.059709	0.665564	67.602582
4327	65100.601357	65.139326	5.068839	0.666188	71.052349
4329	65102.668759	64.944834	5.043998	0.666347	73.302132
4333	65106.803964	63.278229	4.960096	0.666917	71.335692
4335	65108.870944	62.697045	4.958218	0.666618	71.250582
4337	65110.937593	61.653698	4.947092	0.668089	67.102236
4339	65113.003998	61.029458	4.940065	0.667425	65.748865
4341	65115.069972	60.328902	4.919457	0.667445	59.707769
4343	65117.136843	59.716998	4.846189	0.667092	60.585888
4345	65119.201903	58.946150	4.850272	0.668975	59.886964
4347	65121.267996	58.487418	4.817040	0.668038	61.289712
4349	65123.333713	57.652584	4.803679	0.669241	58.429894
4351	65125.398390	56.854690	4.783234	0.668609	55.396759
4353	65127.463079	55.951356	4.760932	0.668574	55.735704
4355	65129.528569	55.669145	4.740297	0.667027	52.474373
4357	65131.589124	54.473083	4.820777	0.670910	57.925735
4359	65133.657515	53.797455	4.684859	0.668996	53.577043
4361	65135.720837	53.036760	4.685449	0.669875	48.653098
4363	65137.787089	51.776853	4.660012	0.674360	47.751658
4365	65139.870259	51.818436	4.557952	0.670414	45.564550
4367	65141.938097	50.938812	4.549323	0.673853	50.308000
4369	65144.005799	50.319396	4.546582	0.672998	46.664074
4371	65146.072503	49.883483	4.527571	0.674158	44.916781
4373	65148.140013	49.302412	4.479500	0.675076	42.234147
4375	65150.207919	48.682131	4.458877	0.677334	41.174599
4377	65152.275422	48.104360	4.440131	0.676197	41.483480
4379	65154.342699	47.451914	4.406058	0.674255	40.608302
4381	65156.409078	46.898080	4.395067	0.674725	40.262773
4383	65158.475303	46.152581	4.361295	0.675748	38.511452
