crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.004362	12038	0.000000
281474976710655.000000	1.132297	12039	0.000000
281474976710655.000000	1.087770	12040	0.000000
281474976710655.000000	1.033478	12041	0.000000
281474976710655.000000	1.405211	12042	0.000000
281474976710655.000000	1.140311	12043	0.000000
281474976710655.000000	1.870540	12044	0.000000
281474976710655.000000	1.326637	12045	0.000000
281474976710655.000000	2.281535	12046	0.000000
281474976710655.000000	1.592361	12047	0.000000
281474976710655.000000	2.775883	12048	0.000000
281474976710655.000000	1.911216	12049	0.000000
281474976710655.000000	3.114770	12050	0.000000
281474976710655.000000	2.330508	12051	0.000000
281474976710655.000000	3.833858	12052	0.000000
281474976710655.000000	3.018281	12053	0.000000
281474976710655.000000	4.698147	12054	0.000000
281474976710655.000000	3.188460	12055	0.000000
281474976710655.000000	6.877114	12056	0.000000
281474976710655.000000	3.759025	12057	0.000000
281474976710655.000000	6.675066	12058	0.000000
281474976710655.000000	4.685738	12059	0.000000
281474976710655.000000	7.306142	12060	0.000000
281474976710655.000000	4.920785	12061	0.000000
281474976710655.000000	8.293285	12062	0.000000
281474976710655.000000	5.677949	12063	0.000000
281474976710655.000000	8.515985	12064	0.000000
281474976710655.000000	6.175348	12065	0.000000
281474976710655.000000	7.995949	12066	0.000000
281474976710655.000000	6.381461	12067	0.000000
281474976710655.000000	8.268471	12068	0.000000
281474976710655.000000	6.496857	12069	0.000000
281474976710655.000000	7.855137	12070	0.000000
281474976710655.000000	7.291639	12071	0.000000
281474976710655.000000	7.027281	12072	0.000000
281474976710655.000000	7.067156	12073	0.000000
281474976710655.000000	6.821847	12074	0.000000
281474976710655.000000	6.457492	12075	0.000000
281474976710655.000000	6.051599	12076	0.000000
281474976710655.000000	6.428115	12077	0.000000
281474976710655.000000	5.600477	12078	0.000000
281474976710655.000000	5.841105	12079	0.000000
281474976710655.000000	4.983890	12080	0.000000
281474976710655.000000	5.565212	12081	0.000000
281474976710655.000000	4.385526	12082	0.000000
281474976710655.000000	5.141337	12083	0.000000
281474976710655.000000	4.110672	12084	0.000000
281474976710655.000000	4.683251	12085	0.000000
281474976710655.000000	3.437948	12086	0.000000
281474976710655.000000	4.071671	12087	0.000000
281474976710655.000000	3.219052	12088	0.000000
281474976710655.000000	3.955299	12089	0.000000
281474976710655.000000	2.711252	12090	0.000000
281474976710655.000000	3.354665	12091	0.000000
281474976710655.000000	2.308532	12092	0.000000
281474976710655.000000	3.139741	12093	0.000000
281474976710655.000000	1.883536	12094	0.000000
281474976710655.000000	2.902266	12095	0.000000
281474976710655.000000	1.534525	12096	0.000000
281474976710655.000000	2.557313	12097	0.000000
281474976710655.000000	2.442129	12098	0.000000
281474976710655.000000	2.151301	12099	0.000000
281474976710655.000000	1.741630	12100	0.000000
281474976710655.000000	1.819278	12101	0.000000
281474976710655.000000	1.401122	12102	0.000000
281474976710655.000000	1.144752	12103	0.000000
281474976710655.000000	0.895988	12104	0.000000
