crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	91.117798	5250	0.000000
281474976710655.000000	47.524292	5251	0.000000
281474976710655.000000	97.816895	5252	0.000000
281474976710655.000000	104.335068	5253	0.000000
281474976710655.000000	61.975754	5254	0.000000
281474976710655.000000	94.171913	5255	0.000000
281474976710655.000000	50.515400	5256	0.000000
281474976710655.000000	205.860016	5257	0.000000
281474976710655.000000	98.548683	5258	0.000000
281474976710655.000000	100.913376	5259	0.000000
281474976710655.000000	92.430984	5260	0.000000
281474976710655.000000	91.707504	5261	0.000000
281474976710655.000000	47.875797	5262	0.000000
281474976710655.000000	Inf	5263	0.000000
281474976710655.000000	58.472717	5264	0.000000
281474976710655.000000	Inf	5265	0.000000
281474976710655.000000	83.696815	5266	0.000000
281474976710655.000000	88.449806	5267	0.000000
281474976710655.000000	86.422615	5268	0.000000
281474976710655.000000	91.077484	5269	0.000000
281474976710655.000000	38.755272	5270	0.000000
281474976710655.000000	165.013245	5271	0.000000
281474976710655.000000	84.812675	5272	0.000000
281474976710655.000000	40.649052	5273	0.000000
281474976710655.000000	164.732513	5274	0.000000
281474976710655.000000	83.968735	5275	0.000000
281474976710655.000000	80.739662	5276	0.000000
281474976710655.000000	37.375507	5277	0.000000
281474976710655.000000	80.669060	5278	0.000000
281474976710655.000000	82.857628	5279	0.000000
281474976710655.000000	76.203232	5280	0.000000
281474976710655.000000	40.081696	5281	0.000000
281474976710655.000000	122.417351	5282	0.000000
281474976710655.000000	77.345512	5283	0.000000
281474976710655.000000	Inf	5284	0.000000
281474976710655.000000	38.755486	5285	0.000000
281474976710655.000000	75.735199	5286	0.000000
281474976710655.000000	74.890320	5287	0.000000
281474976710655.000000	73.826149	5288	0.000000
281474976710655.000000	73.004364	5289	0.000000
281474976710655.000000	55.621456	5290	0.000000
281474976710655.000000	70.925560	5291	0.000000
281474976710655.000000	66.714165	5292	0.000000
281474976710655.000000	71.929680	5293	0.000000
281474976710655.000000	69.550529	5294	0.000000
281474976710655.000000	70.449203	5295	0.000000
281474976710655.000000	66.189156	5296	0.000000
281474976710655.000000	71.022797	5297	0.000000
281474976710655.000000	43.771164	5298	0.000000
281474976710655.000000	74.855392	5299	0.000000
281474976710655.000000	66.119019	5300	0.000000
281474976710655.000000	63.383888	5301	0.000000
281474976710655.000000	60.885044	5302	0.000000
281474976710655.000000	44.504948	5303	0.000000
281474976710655.000000	41.062504	5304	0.000000
281474976710655.000000	71.309174	5305	0.000000
281474976710655.000000	58.498020	5306	0.000000
281474976710655.000000	66.273781	5307	0.000000
281474976710655.000000	59.627438	5308	0.000000
281474976710655.000000	99.958405	5309	0.000000
281474976710655.000000	46.406616	5310	0.000000
281474976710655.000000	59.429871	5311	0.000000
281474976710655.000000	55.553829	5312	0.000000
281474976710655.000000	57.971653	5313	0.000000
281474976710655.000000	58.433979	5314	0.000000
281474976710655.000000	51.013351	5315	0.000000
281474976710655.000000	88.395180	5316	0.000000
