num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
11261	84689.117254	0.352509	-5.460327	5.665117	2.982302
11263	84758.892648	1.006662	61.795292	-0.852623	1.292974
11265	84760.918102	0.869861	52.712785	5.427638	0.946258
11267	84762.979263	0.735322	44.494150	5.426549	0.555185
11269	84765.061102	0.618135	36.501267	5.425093	3.304588
11271	84767.141354	0.518703	29.612032	5.421485	6.257524
11273	84769.214597	0.464623	23.859393	5.417229	5.681695
11275	84771.285316	0.411632	19.154329	5.414492	8.061813
11277	84773.369067	0.371984	15.361850	5.416848	7.702916
11279	84775.445236	0.310760	11.680165	5.416797	6.116201
11281	84777.529257	0.176830	9.568448	5.413426	4.224108
