crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.199592	11261	0.000000
281474976710655.000000	1.028951	11262	0.000000
281474976710655.000000	1.130367	11263	0.000000
281474976710655.000000	1.521142	11264	0.000000
281474976710655.000000	1.412412	11265	0.000000
281474976710655.000000	3.897950	11266	0.000000
281474976710655.000000	3.061129	11267	0.000000
281474976710655.000000	6.434303	11268	0.000000
281474976710655.000000	6.282141	11269	0.000000
281474976710655.000000	9.202137	11270	0.000000
281474976710655.000000	6.119571	11271	0.000000
281474976710655.000000	11.325072	11272	0.000000
281474976710655.000000	8.068167	11273	0.000000
281474976710655.000000	8.146871	11274	0.000000
281474976710655.000000	7.243079	11275	0.000000
281474976710655.000000	4.592439	11276	0.000000
281474976710655.000000	5.882650	11277	0.000000
281474976710655.000000	3.093598	11278	0.000000
281474976710655.000000	3.607295	11279	0.000000
281474976710655.000000	1.900373	11280	0.000000
281474976710655.000000	2.471952	11281	0.000000
281474976710655.000000	1.378171	11282	0.000000
