num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
12179	86490.781257	1.011513	62.925914	2.101960	0.474886
12181	86492.809309	1.855974	61.284313	2.094184	0.924623
12183	86494.861332	1.304869	59.250169	2.093389	1.039943
12185	86496.915377	1.276925	55.249450	2.089824	0.550343
12187	86498.988198	1.420452	52.405676	2.090929	0.728998
12189	86501.056950	1.501809	50.060204	2.091491	1.233626
12191	86503.121273	1.680809	47.104194	2.090446	2.105777
12193	86505.191332	1.429711	44.457723	2.091578	4.238029
12195	86507.273983	1.129111	41.735830	2.088979	4.504404
12197	86509.348601	1.830777	39.785220	2.091292	5.058730
12199	86511.417347	0.946165	37.109719	2.092536	5.980116
12201	86513.485530	1.681544	35.248585	2.087782	5.092606
12203	86515.551640	1.039879	33.034142	2.094709	6.871380
12205	86517.625779	1.259032	31.116413	2.085394	8.310588
12207	86519.699863	1.447878	29.122498	2.090983	9.012014
12209	86521.778187	0.996478	27.194716	2.090137	7.601436
12211	86523.844853	0.960729	25.523804	2.085121	8.427942
12213	86525.911465	1.019757	24.005523	2.085723	6.782214
12215	86527.998692	1.065748	22.402423	2.084211	6.959155
12217	86530.061319	1.119421	20.973011	2.085172	6.586310
12219	86532.138139	0.914001	19.683460	2.088768	6.294072
12221	86534.201592	0.543571	18.320928	2.086339	5.476358
12223	86536.284926	0.981366	17.036738	2.073891	4.263125
12225	86538.351420	0.926081	15.908153	2.092209	5.435353
12227	86540.422129	0.387380	15.080357	2.082208	4.037270
12229	86542.489218	0.916821	13.833136	2.071088	3.751722
12233	86546.638190	0.445157	12.025938	2.079400	2.634593
12235	86548.706375	0.468474	10.549252	2.070034	2.339714
12237	86550.769530	0.548059	10.738233	-4.200245	2.629476
12239	86552.842853	0.537778	10.001779	2.078822	1.576907
12241	86554.947266	0.459935	4.181397	2.123314	0.700271
12243	86559.059725	0.265973	-0.467324	1.845558	1.791669
12245	86563.215391	0.477838	0.786317	-0.707978	1.926417
