num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2829	63002.388702	76.986768	2.454476	0.579067	107.634700
2831	63003.453839	37.675550	1.507287	3.773841	133.305307
2835	63008.589903	72.400261	2.413827	0.583862	99.199253
2837	63010.659766	71.054511	2.405602	0.584205	98.885513
2839	63012.729931	69.861642	2.397554	0.582414	96.466663
2841	63014.800200	67.990506	2.398062	0.582989	96.494243
2843	63016.870324	66.852579	2.389002	0.582282	86.681637
2845	63018.939678	65.564031	2.382668	0.582680	91.333427
2847	63021.007785	64.287518	2.368169	0.580753	86.792078
2849	63023.076267	63.309261	2.337158	0.580483	81.027739
2851	63025.144664	61.759059	2.324386	0.582238	77.065947
2853	63027.212956	60.803161	2.302715	0.582077	78.186701
2855	63029.280047	59.882646	2.288130	0.582311	75.373435
2857	63031.346856	58.196466	2.232660	0.584409	70.244589
2859	63033.413355	57.122907	2.227095	0.582997	67.095101
2861	63035.479697	55.838113	2.178646	0.582351	65.224787
2863	63037.545053	54.909071	2.173477	0.579734	60.636092
2865	63039.611442	53.360678	2.133759	0.580851	57.906630
2867	63041.678764	52.362602	2.136234	0.579121	58.280711
2869	63043.747097	50.957690	2.131739	0.581265	55.390298
2871	63045.816779	49.983820	2.117468	0.581366	52.476734
2873	63047.887756	48.880089	2.108600	0.584124	49.982682
2875	63049.958976	47.660205	2.072103	0.585107	49.429498
2877	63052.028824	46.871837	2.068855	0.585402	45.783585
2879	63054.098340	45.913523	2.021497	0.585664	44.154254
2881	63056.166517	44.977708	2.008224	0.583437	42.224549
2883	63058.234246	43.969150	1.979698	0.583453	41.779349
2885	63060.300989	43.076413	1.972048	0.582752	38.895205
2887	63062.368070	42.141289	1.959556	0.582635	35.562106
2889	63064.434727	41.289921	1.910663	0.582059	35.467106
2891	63066.501394	40.331460	1.885449	0.581456	34.219850
2893	63068.569436	39.288076	1.864116	0.581289	33.067219
2895	63070.637155	38.451843	1.820898	0.580962	30.934232
2897	63072.704343	37.539335	1.794186	0.579850	29.656170
2899	63074.773359	36.891864	1.742288	0.579584	27.622290
2901	63076.842489	36.020714	1.700503	0.577476	28.160790
2903	63078.910237	35.109135	1.675441	0.576386	26.312073
2905	63080.978718	34.359680	1.628598	0.575937	25.330662
2907	63083.046307	33.624390	1.609534	0.575061	24.725086
2909	63085.112759	32.762764	1.580077	0.575633	24.367951
2911	63087.178270	32.193052	1.545802	0.578206	22.817598
2913	63089.241638	31.429898	1.525145	0.577542	21.585685
2915	63091.304982	30.548015	1.480662	0.579133	19.867987
2917	63093.367727	29.891520	1.460493	0.579440	19.687534
2919	63095.431781	29.212080	1.412365	0.579209	18.462005
2921	63097.496847	28.565609	1.374575	0.577457	16.945495
2923	63099.561022	27.859941	1.340098	0.576702	16.415596
2925	63101.630289	27.178476	1.315623	0.578772	16.118952
2927	63103.697845	26.535382	1.259149	0.578917	15.141521
2929	63105.767558	26.039573	1.251687	0.576992	14.076048
2931	63107.836825	25.480741	1.208709	0.576414	15.185742
2933	63109.903048	24.720704	1.171507	0.577809	13.051476
2935	63111.973249	24.136518	1.135632	0.578779	12.067717
2937	63114.038905	23.550945	1.124396	0.572193	11.699777
2939	63116.105716	23.112339	1.082438	0.571970	11.527356
2943	63120.238008	21.896548	1.032731	0.570381	10.398715
2945	63122.300861	21.575156	0.983201	0.567639	9.690450
2947	63124.365170	20.980887	0.943046	0.564815	9.005479
2949	63126.429146	20.464168	0.899448	0.561657	8.874258
2951	63128.493356	19.945634	0.872161	0.555072	7.919133
2953	63130.559612	19.368467	0.829208	0.557636	8.177435
2955	63132.626875	18.936955	0.813384	0.555329	7.542119
2957	63134.694037	18.456608	0.806247	0.553347	7.820141
2959	63136.763161	17.875357	0.811980	0.554877	6.769041
2963	63140.905032	16.943041	0.752470	0.564517	6.492080
2965	63142.979916	16.805186	0.777504	0.565929	5.667307
2967	63145.050076	16.281725	0.744577	0.568541	5.699413
2969	63147.120979	16.137375	0.726688	0.567620	5.018512
2971	63149.192613	15.812206	0.712577	0.566401	5.268701
2973	63151.259007	15.350779	0.692222	0.566209	5.109733
2975	63153.326419	15.039396	0.656648	0.565865	4.565901
2977	63155.388647	14.693862	0.638362	0.559557	4.971156
2979	63157.455780	14.381410	0.615287	0.558977	4.232244
2983	63161.590863	13.612358	0.570007	0.560402	3.568506
2985	63163.655068	13.247823	0.552346	0.557791	3.316593
2987	63165.723377	12.997543	0.548160	0.552233	3.374726
2989	63167.790439	12.616162	0.524862	0.552766	3.296729
2991	63169.853092	12.358672	0.513693	0.552811	3.032008
2993	63171.918347	12.080553	0.486709	0.553811	2.637171
2995	63173.979369	11.584249	0.487126	0.551033	2.569268
2997	63176.042045	11.248482	0.463788	0.552859	2.841084
2999	63178.093738	10.736674	0.422973	0.551675	3.077489
3001	63180.148211	8.539715	0.362808	0.550592	2.409778
3003	63184.263917	0.294464	0.051621	1.045531	2.208941
3005	63188.376275	0.183263	0.712063	2.170070	1.780452
3007	63192.510154	0.335576	0.048544	1.202349	1.855651
3009	63196.629313	0.098141	0.346206	2.219763	1.364556
3011	63200.768238	0.069015	0.378843	2.282605	1.508912
3013	63204.898989	0.138124	0.050699	3.461203	1.050904
3015	63209.031445	0.097597	0.195945	5.611440	1.148264
3017	63213.143157	0.106837	-0.230010	5.393170	1.074639
3019	63217.268984	0.163148	-0.355891	5.258890	0.878041
3021	63221.377191	0.239336	0.157381	-0.385405	0.682018
3023	63225.497109	0.139654	-0.321152	-0.960912	0.814863
3023	63225.497109	0.139654	-0.321152	-0.960912	0.370049
3023	63225.497109	0.139654	-0.321152	-0.960912	1.396170
