crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.109314	11106	0.000000
281474976710655.000000	1.144580	11107	0.000000
281474976710655.000000	1.323482	11108	0.000000
281474976710655.000000	1.311030	11109	0.000000
281474976710655.000000	3.211282	11110	0.000000
281474976710655.000000	2.869873	11111	0.000000
281474976710655.000000	7.166518	11112	0.000000
281474976710655.000000	5.009960	11113	0.000000
281474976710655.000000	9.014169	11114	0.000000
281474976710655.000000	7.633803	11115	0.000000
281474976710655.000000	10.383698	11116	0.000000
281474976710655.000000	9.472600	11117	0.000000
281474976710655.000000	8.035872	11118	0.000000
281474976710655.000000	6.276620	11119	0.000000
281474976710655.000000	5.125133	11120	0.000000
281474976710655.000000	5.811721	11121	0.000000
281474976710655.000000	3.288589	11122	0.000000
281474976710655.000000	3.688339	11123	0.000000
281474976710655.000000	2.128544	11124	0.000000
281474976710655.000000	1.970727	11125	0.000000
281474976710655.000000	1.578830	11126	0.000000
281474976710655.000000	1.277917	11127	0.000000
