num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
11173	83907.561846	0.429973	-0.381565	1.621766	1.931175
11175	83963.267092	0.073380	-2.951583	5.229339	1.931175
11177	83965.266430	4.708971	53.837897	2.309089	0.462721
11179	83967.189251	2.667389	52.788039	2.221603	0.499881
11181	83969.250929	2.616593	43.559594	2.219213	2.392251
11183	83971.332371	2.434818	35.495662	2.216118	5.152764
11185	83973.402574	2.094439	28.592114	2.218841	9.227579
11187	83975.480289	1.757561	22.983599	2.212183	9.871300
11189	83977.556537	1.556357	18.416580	2.210219	7.790787
11191	83979.636283	1.368394	14.503548	2.218323	5.073571
11193	83981.712625	0.806701	11.831333	2.219981	3.767011
11195	83983.778091	0.287885	4.904029	2.300133	1.828753
11195	83983.778091	0.288000	4.904020	2.300160	3.729947
