num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2049	61489.980489	75.791090	4.808281	3.764626	140.892308
2051	61492.052732	73.076354	4.734318	3.763073	117.996132
2053	61494.121525	70.565891	4.736256	3.765821	115.617324
2055	61496.189360	67.994188	4.656971	3.771572	104.302523
2057	61498.260433	65.450756	4.577898	3.772524	109.361437
2059	61500.332261	62.552891	4.452795	3.772144	95.837619
2061	61502.404331	60.330295	4.352201	3.770478	92.465227
2063	61504.475622	57.856722	4.301927	3.772280	77.804795
2065	61506.546983	55.335432	4.221541	3.772654	78.118398
2067	61508.617074	53.433460	4.161275	3.771841	72.442130
2069	61510.688119	50.898577	4.085243	3.771406	61.098727
2071	61512.756399	48.704677	4.005480	3.770807	57.992281
2073	61514.824725	46.725065	3.937409	3.768007	52.604865
2075	61516.897088	44.493394	3.906065	3.769403	46.653988
2077	61518.971255	42.713396	3.792896	3.772594	45.814581
2079	61521.047735	40.869265	3.655926	3.777046	41.596456
2081	61523.118072	39.245616	3.493143	3.777821	37.759086
2083	61525.182540	37.653292	3.362052	3.768040	34.383716
2085	61527.247712	35.720674	3.307876	3.761132	31.553212
2087	61529.323212	33.966086	3.248826	3.765972	28.320585
2089	61531.400810	32.422654	3.077591	3.774874	26.542533
2091	61533.474919	31.318612	2.864431	3.775527	24.464154
2093	61535.538574	30.094466	2.765665	3.767307	22.140433
2095	61537.602457	28.496978	2.709881	3.758533	20.397771
2097	61539.673007	26.957379	2.605498	3.757506	18.970156
2099	61541.748521	25.908420	2.482430	3.765918	16.740549
2101	61543.826967	24.817673	2.350892	3.769477	15.696322
2103	61545.902679	23.553015	2.231379	3.769958	14.472378
2105	61547.976007	22.584852	2.145924	3.766367	12.416999
2107	61550.045306	21.424426	2.052979	3.768804	11.031973
2109	61552.117172	20.401231	1.964043	3.768230	9.452969
2111	61554.188493	19.557357	1.870059	3.763082	9.415361
2113	61556.258408	18.670808	1.790145	3.764189	9.034671
2115	61558.331004	17.826695	1.710003	3.759946	7.792894
2117	61560.405530	17.066730	1.636139	3.755221	7.687598
2119	61562.473015	16.309476	1.567688	3.758058	6.948392
2121	61564.539074	15.612075	1.499046	3.760384	5.601027
2123	61566.598820	15.043315	1.385893	3.769295	5.193719
2125	61568.662050	14.373020	1.277524	3.771665	5.308778
2127	61570.741760	13.402047	1.208352	3.767841	4.814428
2129	61572.824032	13.046428	1.124533	3.759930	4.612849
2131	61574.907953	12.202996	1.172303	3.753917	3.698145
2133	61576.981017	11.647367	1.176103	3.760576	3.602280
2135	61579.029936	11.334552	1.074764	3.760777	2.379047
2137	61581.086486	10.773749	0.961025	3.776525	2.422296
2139	61583.153402	10.076088	0.874717	3.782330	2.278256
2141	61585.228988	9.663815	0.849883	3.766835	2.332195
2143	61587.324177	0.203610	0.280391	-0.098490	1.743699
2145	61592.316960	0.471786	-0.033500	0.924449	1.498926
2147	61596.433101	0.051840	0.315030	2.365105	1.348710
2149	61600.569032	0.011239	-0.434921	5.431508	1.176052
