crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	125.128510	2049	0.000000
281474976710655.000000	130.004349	2050	0.000000
281474976710655.000000	119.280586	2051	0.000000
281474976710655.000000	Inf	2052	0.000000
281474976710655.000000	108.441292	2053	0.000000
281474976710655.000000	Inf	2054	0.000000
281474976710655.000000	114.612938	2055	0.000000
281474976710655.000000	67.246078	2056	0.000000
281474976710655.000000	63.999886	2057	0.000000
281474976710655.000000	91.184090	2058	0.000000
281474976710655.000000	91.338097	2059	0.000000
281474976710655.000000	56.383827	2060	0.000000
281474976710655.000000	81.721451	2061	0.000000
281474976710655.000000	83.888931	2062	0.000000
281474976710655.000000	40.573723	2063	0.000000
281474976710655.000000	72.618301	2064	0.000000
281474976710655.000000	56.486900	2065	0.000000
281474976710655.000000	72.940201	2066	0.000000
281474976710655.000000	131.102097	2067	0.000000
281474976710655.000000	46.805313	2068	0.000000
281474976710655.000000	56.784485	2069	0.000000
281474976710655.000000	54.555950	2070	0.000000
281474976710655.000000	76.926773	2071	0.000000
281474976710655.000000	74.211014	2072	0.000000
281474976710655.000000	39.525890	2073	0.000000
281474976710655.000000	71.986954	2074	0.000000
281474976710655.000000	41.663727	2075	0.000000
281474976710655.000000	59.223980	2076	0.000000
281474976710655.000000	40.323879	2077	0.000000
281474976710655.000000	39.094532	2078	0.000000
281474976710655.000000	39.940090	2079	0.000000
281474976710655.000000	53.387917	2080	0.000000
281474976710655.000000	27.976286	2081	0.000000
281474976710655.000000	41.520805	2082	0.000000
281474976710655.000000	38.947350	2083	0.000000
281474976710655.000000	33.285442	2084	0.000000
281474976710655.000000	25.924782	2085	0.000000
281474976710655.000000	27.688021	2086	0.000000
281474976710655.000000	24.424782	2087	0.000000
281474976710655.000000	22.259617	2088	0.000000
281474976710655.000000	25.634657	2089	0.000000
281474976710655.000000	24.777634	2090	0.000000
281474976710655.000000	22.231493	2091	0.000000
281474976710655.000000	23.952055	2092	0.000000
281474976710655.000000	20.219702	2093	0.000000
281474976710655.000000	19.331476	2094	0.000000
281474976710655.000000	19.518370	2095	0.000000
281474976710655.000000	17.575241	2096	0.000000
281474976710655.000000	16.673546	2097	0.000000
281474976710655.000000	14.577995	2098	0.000000
281474976710655.000000	15.134790	2099	0.000000
281474976710655.000000	14.501314	2100	0.000000
281474976710655.000000	15.101542	2101	0.000000
281474976710655.000000	12.285737	2102	0.000000
281474976710655.000000	12.456555	2103	0.000000
281474976710655.000000	11.157425	2104	0.000000
281474976710655.000000	11.041622	2105	0.000000
281474976710655.000000	10.807118	2106	0.000000
281474976710655.000000	9.919998	2107	0.000000
281474976710655.000000	9.700870	2108	0.000000
281474976710655.000000	9.058446	2109	0.000000
281474976710655.000000	9.398493	2110	0.000000
281474976710655.000000	8.892847	2111	0.000000
281474976710655.000000	8.498076	2112	0.000000
281474976710655.000000	7.735035	2113	0.000000
281474976710655.000000	7.470210	2114	0.000000
281474976710655.000000	7.296212	2115	0.000000
281474976710655.000000	6.882247	2116	0.000000
281474976710655.000000	6.382526	2117	0.000000
281474976710655.000000	5.939703	2118	0.000000
281474976710655.000000	5.847847	2119	0.000000
281474976710655.000000	5.548687	2120	0.000000
281474976710655.000000	5.201476	2121	0.000000
281474976710655.000000	5.123492	2122	0.000000
281474976710655.000000	4.593765	2123	0.000000
281474976710655.000000	4.853373	2124	0.000000
281474976710655.000000	4.450504	2125	0.000000
281474976710655.000000	4.140102	2126	0.000000
281474976710655.000000	4.127328	2127	0.000000
281474976710655.000000	3.648892	2128	0.000000
281474976710655.000000	3.563276	2129	0.000000
281474976710655.000000	3.236287	2130	0.000000
281474976710655.000000	3.029493	2131	0.000000
281474976710655.000000	2.993939	2132	0.000000
281474976710655.000000	2.910074	2133	0.000000
281474976710655.000000	2.411039	2134	0.000000
281474976710655.000000	2.461880	2135	0.000000
281474976710655.000000	2.613996	2136	0.000000
281474976710655.000000	2.311450	2137	0.000000
281474976710655.000000	2.311006	2138	0.000000
281474976710655.000000	2.134018	2139	0.000000
281474976710655.000000	1.949698	2140	0.000000
281474976710655.000000	1.934723	2141	0.000000
281474976710655.000000	1.441354	2142	0.000000
281474976710655.000000	1.543666	2143	0.000000
281474976710655.000000	1.465245	2144	0.000000
281474976710655.000000	1.408259	2145	0.000000
281474976710655.000000	1.331062	2146	0.000000
281474976710655.000000	1.082295	2147	0.000000
281474976710655.000000	1.014194	2148	0.000000
281474976710655.000000	0.971924	2149	0.000000
281474976710655.000000	0.822605	2150	0.000000
