num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
3519	64037.668867	76.659572	-4.461325	0.536330	114.431179
3521	64039.731506	74.795786	-4.270258	0.527376	99.611100
3523	64041.801197	73.797111	-4.214693	0.531824	101.142922
3525	64043.871473	72.630235	-4.183791	0.537226	103.346393
3527	64045.940325	71.639994	-4.222381	0.535946	93.323346
3529	64048.008653	70.821604	-4.229529	0.535145	95.817005
3531	64050.074463	69.861769	-4.201252	0.533454	84.656263
3533	64052.140129	68.946014	-4.125165	0.533898	85.272644
3535	64054.204499	68.032641	-4.142408	0.537539	86.495053
3537	64056.271482	66.661994	-4.179522	0.539149	85.533787
3539	64058.344774	65.118780	-4.272041	0.528080	83.351675
3541	64060.416868	65.074300	-4.057843	0.517499	80.651296
3543	64062.477195	64.297311	-3.909363	0.531042	73.588505
3545	64064.540746	62.996343	-4.109279	0.543149	72.165463
3547	64066.617520	61.457352	-4.247011	0.514891	75.155012
3549	64068.682571	61.733995	-3.798289	0.521823	71.082645
3551	64070.741759	60.218628	-3.958206	0.542791	70.678344
3553	64072.818531	58.242299	-4.193229	0.515889	66.094734
3555	64074.885680	58.748315	-3.723356	0.516340	66.146961
3557	64076.943245	57.625239	-3.824276	0.539895	62.328470
3559	64079.017703	55.826396	-4.146928	0.523115	60.317586
3561	64081.089602	55.547585	-3.803285	0.510091	58.150825
3563	64083.148080	55.302295	-3.675702	0.528587	55.874895
3565	64085.212357	53.858514	-3.836522	0.535379	58.214474
3567	64087.286254	52.421403	-3.928876	0.522662	55.217230
3569	64089.358981	51.755311	-3.808737	0.511324	50.856970
3571	64091.426388	51.093624	-3.729841	0.514310	49.803773
3573	64093.488758	50.558935	-3.698684	0.518739	51.606111
3575	64095.552540	49.504930	-3.705895	0.520118	46.018472
3577	64097.618433	48.663069	-3.696813	0.519241	45.981777
3579	64099.685868	47.784013	-3.637234	0.518004	44.484200
3581	64101.753927	46.936110	-3.600567	0.518056	43.023046
3583	64103.824029	46.171062	-3.556415	0.518562	41.445377
3585	64105.895511	45.347397	-3.503581	0.522318	41.149316
3587	64107.962725	44.945657	-3.485160	0.521388	38.378596
3589	64110.023794	44.245662	-3.568710	0.515399	38.098322
3591	64112.082477	43.577667	-3.510232	0.503122	36.259437
3593	64114.149145	42.092250	-3.322968	0.500920	34.161462
3595	64116.225699	41.298189	-3.273880	0.517840	33.449708
3597	64118.297954	41.540421	-3.385050	0.522899	33.802210
3599	64120.354858	40.968926	-3.460502	0.505053	31.625502
3601	64122.414555	39.663769	-3.261446	0.493672	31.271820
3603	64124.490817	38.459568	-3.051639	0.509462	29.052588
3605	64126.567106	38.514043	-3.143810	0.521608	28.352293
3607	64128.626944	38.275320	-3.268225	0.509050	28.292314
3609	64130.681588	37.152971	-3.208133	0.493674	26.596362
3611	64132.749420	36.105664	-3.045153	0.493716	26.501329
3613	64134.822827	35.367402	-2.953542	0.504285	25.662327
3615	64136.897657	34.992113	-2.950960	0.509687	23.577915
3617	64138.967308	34.809420	-2.953567	0.506912	24.208689
3619	64141.031147	34.147739	-2.936585	0.503763	23.129723
3621	64143.094695	33.482859	-2.885464	0.499580	21.188094
3623	64145.158841	32.985876	-2.866004	0.499148	21.425522
3625	64147.225297	32.363305	-2.808289	0.497923	20.481531
3627	64149.292513	31.572715	-2.782054	0.495996	20.213352
3629	64151.362817	31.189449	-2.751889	0.492399	19.147478
3631	64153.432003	30.653850	-2.702603	0.486437	18.512325
3633	64155.499148	30.263914	-2.656077	0.483486	18.008143
3635	64157.561098	29.699752	-2.581327	0.486971	16.459194
3637	64159.616838	29.342651	-2.504822	0.501133	16.686532
3639	64161.674527	28.775863	-2.472735	0.516379	15.450884
3641	64163.743084	27.829784	-2.551593	0.516456	15.786751
3643	64165.825148	27.255572	-2.561198	0.487609	15.424102
3645	64167.900157	27.236294	-2.457173	0.470829	15.272873
3647	64169.960860	26.972984	-2.323038	0.486120	13.777445
3649	64172.009295	26.172170	-2.278594	0.512496	12.852840
3651	64174.068569	25.564851	-2.331943	0.525931	12.701533
3653	64176.149205	24.857074	-2.348416	0.502827	12.651801
3655	64178.228462	24.600778	-2.279210	0.474805	12.541409
3657	64180.299035	24.665385	-2.176086	0.468965	12.329529
3659	64182.358724	24.265036	-2.122696	0.482698	10.571321
3661	64184.412857	23.538368	-2.108377	0.494676	10.620683
3663	64186.471205	23.015535	-2.109508	0.506607	9.649439
3665	64188.533022	22.595402	-2.094585	0.507762	9.425904
3667	64190.596823	22.058936	-2.105150	0.511596	9.862799
3669	64192.660448	21.635961	-2.101623	0.511352	8.576460
3671	64194.724604	21.338595	-2.102875	0.508431	9.227058
3673	64196.790553	20.765165	-2.072035	0.506640	8.866217
3675	64198.857001	20.274653	-2.070546	0.502959	7.429700
3677	64200.925497	20.067505	-1.950253	0.497796	7.970350
3679	64203.000749	19.676916	-1.847711	0.496750	7.552196
3681	64205.079031	19.345047	-1.764081	0.499852	6.696812
3683	64207.153886	19.280312	-1.708973	0.506307	7.568723
3685	64209.220849	19.109497	-1.712138	0.503108	6.994744
3687	64211.279271	18.830042	-1.771001	0.500557	7.029475
3689	64213.323114	18.179455	-1.904976	0.499428	5.880098
3691	64215.382628	17.701831	-1.887415	0.491639	6.630547
3693	64217.450562	17.099853	-1.719870	0.493222	5.799280
3695	64219.540958	16.824813	-1.577664	0.506366	5.987714
3697	64221.622752	16.738929	-1.541385	0.508478	6.074877
3699	64223.687831	16.821514	-1.545614	0.501725	5.719915
3701	64225.740842	16.497679	-1.584949	0.498814	5.631137
3703	64227.788993	16.207027	-1.622652	0.500228	5.360046
3707	64231.906321	15.145627	-1.692917	0.508459	4.619643
3709	64233.963614	14.163718	-1.864191	0.533416	4.115522
3711	64236.023079	14.222612	-1.742153	0.524760	4.142234
3713	64238.107531	14.065085	-1.588844	0.518805	3.934611
3715	64240.172982	14.044023	-1.553334	0.521477	3.532056
3717	64242.233070	13.692870	-1.569148	0.527726	3.951636
3719	64244.291009	13.070473	-1.630856	0.544999	3.668637
3721	64246.367088	12.662977	-1.530208	0.547705	3.073171
3723	64248.425126	13.059014	-1.403183	0.539275	2.928508
3725	64250.503320	12.901262	-1.338898	0.528366	3.272019
3727	64252.584429	12.433454	-1.348692	0.510654	2.974106
3729	64254.665812	12.299453	-1.316145	0.484884	3.433950
3731	64256.735068	12.260292	-1.271383	0.476031	3.190446
3733	64258.799607	12.067816	-1.223761	0.471316	2.693483
3735	64260.852193	12.181088	-1.200223	0.497629	3.143250
3737	64262.890960	10.173145	-0.327068	0.435381	2.734378
3739	64267.005142	0.711876	0.479852	2.431236	2.537757
3741	64270.318984	11.118743	-0.977175	3.588235	1.950945
3743	64272.362157	11.048749	-1.032425	3.602448	2.398607
3745	64274.437110	10.627996	-1.020487	3.605206	1.924255
3747	64277.398994	4.916777	-1.148846	0.702525	1.873660
3749	64281.509066	0.452193	-2.685638	5.025025	2.400318
3751	64285.634863	0.068621	-0.108358	3.792196	1.595450
3753	64289.767316	0.000000	-0.440220	4.879130	1.588157
3755	64293.901514	0.176185	0.231347	7.000000	1.383870
3757	64298.012122	0.566365	0.005162	0.763941	1.614935
3759	64302.082962	0.589477	-0.228648	-0.317992	1.584581
3761	64306.209897	0.512847	-0.476067	-1.319594	1.192038
3763	64310.396439	0.713800	-0.066495	-2.959595	0.593862
3765	64314.551026	0.472262	0.045628	-4.414844	0.761785
3767	64318.655083	0.715240	-0.090276	0.744644	1.501128
3769	64322.755019	0.195558	0.014852	0.475025	0.709783
3771	64326.859039	0.000000	0.243976	1.842930	0.333093
