crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	0.990626	13299	0.000000
281474976710655.000000	1.018151	13300	0.000000
281474976710655.000000	0.961813	13301	0.000000
281474976710655.000000	0.980742	13302	0.000000
281474976710655.000000	1.155708	13303	0.000000
281474976710655.000000	1.128177	13304	0.000000
281474976710655.000000	1.098201	13305	0.000000
281474976710655.000000	1.108700	13306	0.000000
281474976710655.000000	1.129950	13307	0.000000
281474976710655.000000	1.032090	13308	0.000000
281474976710655.000000	1.255429	13309	0.000000
281474976710655.000000	0.969849	13310	0.000000
281474976710655.000000	1.316006	13311	0.000000
281474976710655.000000	1.060242	13312	0.000000
281474976710655.000000	1.487826	13313	0.000000
281474976710655.000000	1.174460	13314	0.000000
281474976710655.000000	1.721480	13315	0.000000
281474976710655.000000	1.108443	13316	0.000000
281474976710655.000000	1.578828	13317	0.000000
281474976710655.000000	1.221379	13318	0.000000
281474976710655.000000	1.785352	13319	0.000000
281474976710655.000000	1.211308	13320	0.000000
281474976710655.000000	2.044257	13321	0.000000
281474976710655.000000	1.214347	13322	0.000000
281474976710655.000000	2.237153	13323	0.000000
281474976710655.000000	1.349582	13324	0.000000
281474976710655.000000	2.307650	13325	0.000000
281474976710655.000000	1.577594	13326	0.000000
281474976710655.000000	2.524694	13327	0.000000
281474976710655.000000	1.715118	13328	0.000000
281474976710655.000000	2.677200	13329	0.000000
281474976710655.000000	1.804275	13330	0.000000
281474976710655.000000	3.038968	13331	0.000000
281474976710655.000000	1.873240	13332	0.000000
281474976710655.000000	3.181904	13333	0.000000
281474976710655.000000	1.999209	13334	0.000000
281474976710655.000000	3.266720	13335	0.000000
281474976710655.000000	2.194506	13336	0.000000
281474976710655.000000	3.600986	13337	0.000000
281474976710655.000000	2.456407	13338	0.000000
281474976710655.000000	3.949425	13339	0.000000
281474976710655.000000	2.525548	13340	0.000000
281474976710655.000000	4.192065	13341	0.000000
281474976710655.000000	2.634370	13342	0.000000
281474976710655.000000	4.254212	13343	0.000000
281474976710655.000000	2.991930	13344	0.000000
281474976710655.000000	4.440248	13345	0.000000
281474976710655.000000	3.165496	13346	0.000000
281474976710655.000000	4.787007	13347	0.000000
281474976710655.000000	3.367542	13348	0.000000
281474976710655.000000	5.088809	13349	0.000000
281474976710655.000000	3.475050	13350	0.000000
281474976710655.000000	5.092552	13351	0.000000
281474976710655.000000	3.666082	13352	0.000000
281474976710655.000000	5.427221	13353	0.000000
281474976710655.000000	3.818000	13354	0.000000
281474976710655.000000	5.598382	13355	0.000000
281474976710655.000000	4.049756	13356	0.000000
281474976710655.000000	5.680592	13357	0.000000
281474976710655.000000	4.298390	13358	0.000000
281474976710655.000000	6.314449	13359	0.000000
281474976710655.000000	4.459970	13360	0.000000
281474976710655.000000	5.954168	13361	0.000000
281474976710655.000000	4.536054	13362	0.000000
281474976710655.000000	6.510736	13363	0.000000
281474976710655.000000	4.521741	13364	0.000000
281474976710655.000000	6.191898	13365	0.000000
281474976710655.000000	4.638697	13366	0.000000
281474976710655.000000	6.251389	13367	0.000000
281474976710655.000000	5.234260	13368	0.000000
281474976710655.000000	6.396001	13369	0.000000
281474976710655.000000	4.958042	13370	0.000000
281474976710655.000000	6.389584	13371	0.000000
281474976710655.000000	4.859284	13372	0.000000
281474976710655.000000	6.013989	13373	0.000000
281474976710655.000000	5.019671	13374	0.000000
281474976710655.000000	6.123963	13375	0.000000
281474976710655.000000	4.881488	13376	0.000000
281474976710655.000000	6.005090	13377	0.000000
281474976710655.000000	5.063230	13378	0.000000
281474976710655.000000	6.289261	13379	0.000000
281474976710655.000000	5.365178	13380	0.000000
281474976710655.000000	6.130153	13381	0.000000
281474976710655.000000	5.274722	13382	0.000000
281474976710655.000000	5.681476	13383	0.000000
281474976710655.000000	5.482862	13384	0.000000
281474976710655.000000	6.217313	13385	0.000000
281474976710655.000000	4.873229	13386	0.000000
281474976710655.000000	4.424547	13387	0.000000
281474976710655.000000	5.669743	13388	0.000000
281474976710655.000000	5.453995	13389	0.000000
281474976710655.000000	4.809699	13390	0.000000
281474976710655.000000	4.705891	13391	0.000000
281474976710655.000000	5.073481	13392	0.000000
281474976710655.000000	4.850411	13393	0.000000
281474976710655.000000	5.184637	13394	0.000000
281474976710655.000000	4.685588	13395	0.000000
281474976710655.000000	4.752878	13396	0.000000
281474976710655.000000	4.828409	13397	0.000000
281474976710655.000000	4.972421	13398	0.000000
281474976710655.000000	4.561425	13399	0.000000
281474976710655.000000	4.832155	13400	0.000000
281474976710655.000000	4.435346	13401	0.000000
281474976710655.000000	4.575454	13402	0.000000
281474976710655.000000	4.396481	13403	0.000000
281474976710655.000000	5.613194	13404	0.000000
281474976710655.000000	4.234204	13405	0.000000
281474976710655.000000	4.875505	13406	0.000000
