num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1553	60240.518194	74.401704	0.646030	0.569128	172.961853
1555	60242.590664	69.070243	0.671140	0.567635	126.219578
1557	60244.661971	63.974796	0.619192	0.565340	110.579815
1559	60246.729929	58.826297	0.601233	0.564413	104.860750
1561	60248.800078	53.733927	0.574758	0.563506	77.397825
1563	60250.869014	49.165847	0.571745	0.563027	69.036549
1565	60252.938119	45.017935	0.558224	0.563320	59.464997
1567	60255.008086	41.122931	0.525709	0.563779	49.664045
1569	60257.077091	37.474223	0.499823	0.563848	37.001402
1571	60259.145896	33.922295	0.447116	0.564118	37.815322
1573	60261.214059	30.837171	0.404026	0.563144	28.881922
1575	60263.285208	27.969321	0.364660	0.563082	21.709429
1577	60265.357930	25.340884	0.320495	0.561745	20.698919
1579	60267.432681	22.908558	0.270283	0.559966	16.151976
1581	60269.506091	20.636547	0.233779	0.556547	12.117079
1583	60271.580222	18.809988	0.193505	0.552474	10.367032
1585	60273.653878	16.888726	0.189417	0.546730	8.938548
1587	60275.723089	15.438451	0.155794	0.546105	6.928070
1589	60277.779092	14.035581	0.150518	0.548253	5.147901
1591	60279.830451	12.750729	0.124045	0.546820	5.291299
1593	60281.882222	11.137410	0.095947	0.553791	3.318800
1595	60283.924051	8.672017	0.283621	0.537782	2.779404
1597	60288.009005	0.391387	-0.123757	2.649027	1.997341
1599	60292.136456	0.359333	0.054496	1.284493	1.107930
