crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.092479	12980	0.000000
281474976710655.000000	0.910674	12981	0.000000
281474976710655.000000	1.060380	12982	0.000000
281474976710655.000000	0.962017	12983	0.000000
281474976710655.000000	1.103157	12984	0.000000
281474976710655.000000	0.998995	12985	0.000000
281474976710655.000000	1.123353	12986	0.000000
281474976710655.000000	1.040786	12987	0.000000
281474976710655.000000	1.117875	12988	0.000000
281474976710655.000000	1.019951	12989	0.000000
281474976710655.000000	1.273278	12990	0.000000
281474976710655.000000	1.036150	12991	0.000000
281474976710655.000000	1.309278	12992	0.000000
281474976710655.000000	1.065911	12993	0.000000
281474976710655.000000	1.581348	12994	0.000000
281474976710655.000000	1.080651	12995	0.000000
281474976710655.000000	1.726538	12996	0.000000
281474976710655.000000	1.177817	12997	0.000000
281474976710655.000000	1.894492	12998	0.000000
281474976710655.000000	1.283637	12999	0.000000
281474976710655.000000	2.126211	13000	0.000000
281474976710655.000000	1.372790	13001	0.000000
281474976710655.000000	2.408381	13002	0.000000
281474976710655.000000	1.578259	13003	0.000000
281474976710655.000000	2.730412	13004	0.000000
281474976710655.000000	1.733433	13005	0.000000
281474976710655.000000	3.057287	13006	0.000000
281474976710655.000000	1.904066	13007	0.000000
281474976710655.000000	3.452865	13008	0.000000
281474976710655.000000	2.070159	13009	0.000000
281474976710655.000000	3.721187	13010	0.000000
281474976710655.000000	2.312978	13011	0.000000
281474976710655.000000	4.035448	13012	0.000000
281474976710655.000000	2.531124	13013	0.000000
281474976710655.000000	4.213414	13014	0.000000
281474976710655.000000	2.786326	13015	0.000000
281474976710655.000000	4.678019	13016	0.000000
281474976710655.000000	3.003143	13017	0.000000
281474976710655.000000	5.202813	13018	0.000000
281474976710655.000000	3.522888	13019	0.000000
281474976710655.000000	5.185284	13020	0.000000
281474976710655.000000	3.713255	13021	0.000000
281474976710655.000000	5.633006	13022	0.000000
281474976710655.000000	3.939970	13023	0.000000
281474976710655.000000	5.962915	13024	0.000000
281474976710655.000000	4.405046	13025	0.000000
281474976710655.000000	5.953360	13026	0.000000
281474976710655.000000	4.761446	13027	0.000000
281474976710655.000000	6.892478	13028	0.000000
281474976710655.000000	5.023022	13029	0.000000
281474976710655.000000	5.861927	13030	0.000000
281474976710655.000000	4.550893	13031	0.000000
281474976710655.000000	5.176926	13032	0.000000
281474976710655.000000	4.955520	13033	0.000000
281474976710655.000000	8.114141	13034	0.000000
281474976710655.000000	5.572305	13035	0.000000
281474976710655.000000	6.709865	13036	0.000000
281474976710655.000000	5.744482	13037	0.000000
281474976710655.000000	7.159992	13038	0.000000
281474976710655.000000	4.750383	13039	0.000000
281474976710655.000000	6.649263	13040	0.000000
281474976710655.000000	5.364122	13041	0.000000
281474976710655.000000	7.134089	13042	0.000000
281474976710655.000000	5.454815	13043	0.000000
281474976710655.000000	6.731323	13044	0.000000
281474976710655.000000	5.580630	13045	0.000000
281474976710655.000000	6.448105	13046	0.000000
281474976710655.000000	5.338549	13047	0.000000
281474976710655.000000	6.937223	13048	0.000000
281474976710655.000000	6.369833	13049	0.000000
281474976710655.000000	6.249237	13050	0.000000
281474976710655.000000	5.739012	13051	0.000000
281474976710655.000000	5.606431	13052	0.000000
281474976710655.000000	4.692301	13053	0.000000
281474976710655.000000	6.255502	13054	0.000000
281474976710655.000000	2.579652	13055	0.000000
281474976710655.000000	4.285911	13056	0.000000
281474976710655.000000	6.931809	13057	0.000000
281474976710655.000000	5.406091	13058	0.000000
281474976710655.000000	5.372085	13059	0.000000
281474976710655.000000	4.272312	13060	0.000000
281474976710655.000000	4.747842	13061	0.000000
281474976710655.000000	3.735776	13062	0.000000
281474976710655.000000	4.772431	13063	0.000000
281474976710655.000000	4.742910	13064	0.000000
281474976710655.000000	4.680790	13065	0.000000
281474976710655.000000	6.138851	13066	0.000000
281474976710655.000000	6.206955	13067	0.000000
281474976710655.000000	3.551399	13068	0.000000
281474976710655.000000	4.136099	13069	0.000000
281474976710655.000000	3.524402	13070	0.000000
281474976710655.000000	4.120514	13071	0.000000
281474976710655.000000	3.233525	13072	0.000000
281474976710655.000000	3.977236	13073	0.000000
281474976710655.000000	3.448279	13074	0.000000
281474976710655.000000	4.451267	13075	0.000000
281474976710655.000000	3.092828	13076	0.000000
281474976710655.000000	3.184145	13077	0.000000
281474976710655.000000	2.338673	13078	0.000000
281474976710655.000000	3.366831	13079	0.000000
281474976710655.000000	2.566642	13080	0.000000
281474976710655.000000	3.209660	13081	0.000000
281474976710655.000000	2.202556	13082	0.000000
281474976710655.000000	3.138115	13083	0.000000
281474976710655.000000	1.981870	13084	0.000000
281474976710655.000000	2.907401	13085	0.000000
281474976710655.000000	1.793532	13086	0.000000
281474976710655.000000	2.644778	13087	0.000000
281474976710655.000000	1.538931	13088	0.000000
281474976710655.000000	2.429574	13089	0.000000
281474976710655.000000	2.613428	13090	0.000000
281474976710655.000000	2.412776	13091	0.000000
281474976710655.000000	2.173051	13092	0.000000
281474976710655.000000	2.091716	13093	0.000000
281474976710655.000000	1.919141	13094	0.000000
281474976710655.000000	1.745451	13095	0.000000
281474976710655.000000	1.825125	13096	0.000000
281474976710655.000000	1.649338	13097	0.000000
281474976710655.000000	1.479818	13098	0.000000
281474976710655.000000	1.279467	13099	0.000000
281474976710655.000000	1.272779	13100	0.000000
281474976710655.000000	1.051556	13101	0.000000
281474976710655.000000	0.824547	13102	0.000000
