crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.059584	11392	0.000000
281474976710655.000000	1.194442	11393	0.000000
281474976710655.000000	1.311576	11394	0.000000
281474976710655.000000	0.995910	11395	0.000000
281474976710655.000000	2.126374	11396	0.000000
281474976710655.000000	1.384245	11397	0.000000
281474976710655.000000	3.319923	11398	0.000000
281474976710655.000000	2.427616	11399	0.000000
281474976710655.000000	4.360358	11400	0.000000
281474976710655.000000	4.706629	11401	0.000000
281474976710655.000000	4.811867	11402	0.000000
281474976710655.000000	6.819656	11403	0.000000
281474976710655.000000	9.413896	11404	0.000000
281474976710655.000000	6.541833	11405	0.000000
281474976710655.000000	10.026090	11406	0.000000
281474976710655.000000	8.199050	11407	0.000000
281474976710655.000000	9.119634	11408	0.000000
281474976710655.000000	7.968445	11409	0.000000
281474976710655.000000	7.493043	11410	0.000000
281474976710655.000000	10.910910	11411	0.000000
281474976710655.000000	5.757087	11412	0.000000
281474976710655.000000	9.094577	11413	0.000000
281474976710655.000000	7.127500	11414	0.000000
281474976710655.000000	4.733587	11415	0.000000
281474976710655.000000	3.397375	11416	0.000000
281474976710655.000000	3.006079	11417	0.000000
281474976710655.000000	2.063721	11418	0.000000
281474976710655.000000	3.305847	11419	0.000000
281474976710655.000000	1.621776	11420	0.000000
281474976710655.000000	7.467429	11421	0.000000
281474976710655.000000	2.091694	11422	0.000000
281474976710655.000000	1.816963	11423	0.000000
281474976710655.000000	0.555768	11424	0.000000
