num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
11393	85123.926800	10.663020	-0.213260	4.037171	11.369244
11395	85125.917311	0.000000	55.906382	5.434358	1.176918
11397	85127.994090	0.000000	52.066356	5.429712	0.726702
11399	85130.075923	0.000000	46.369665	5.429736	1.465145
11401	85132.141077	0.000000	40.628430	5.426868	2.866405
11403	85134.217990	0.000000	35.600532	5.427746	5.870579
11405	85136.306449	0.000000	31.124263	5.426272	7.317304
11407	85138.376732	0.000000	27.108457	5.421150	6.397300
11409	85140.451234	0.000000	23.649179	5.419318	8.097663
11411	85142.522377	0.000000	20.528472	5.417267	8.130439
11413	85144.604448	0.000000	17.913815	5.417235	11.260637
11415	85146.669226	0.000000	15.303077	5.416121	9.561331
11417	85148.749235	0.000000	13.201229	5.416377	5.162888
11419	85150.849319	0.127185	-11.299501	2.271078	4.148086
11421	85152.887314	0.053544	-9.617704	2.272649	4.186079
11423	85156.037458	0.118052	1.006417	-0.896455	8.722377
