num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
11465	85291.271216	0.458220	53.963960	-0.926484	0.890168
11467	85293.313400	0.426179	48.165320	-0.927430	0.934714
11469	85295.377987	0.417404	42.108492	-0.928056	2.367300
11471	85297.456754	0.384142	36.789275	-0.930899	4.832953
11473	85299.533736	0.350013	32.254537	5.350669	6.602804
11475	85301.607548	0.308569	28.240157	5.348748	7.372657
11477	85303.680727	0.294492	24.501035	5.344796	9.009516
11479	85305.756718	0.274843	21.384774	5.344319	8.842791
11481	85307.824749	0.257679	18.543276	5.343075	8.241033
11483	85309.907094	0.248683	15.917760	5.342309	5.081048
11485	85311.978199	0.237633	13.763403	5.338635	7.332339
11487	85314.051663	0.213922	11.842298	5.341090	2.919955
11491	85318.205274	0.189506	9.109137	5.336937	3.860005
11493	85321.310541	0.000000	-0.040582	2.638810	2.120664
11493	85321.310541	0.000000	-0.040582	2.638810	2.571242
