crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.733273	11464	0.000000
281474976710655.000000	1.215258	11465	0.000000
281474976710655.000000	2.721224	11466	0.000000
281474976710655.000000	2.230133	11467	0.000000
281474976710655.000000	4.083840	11468	0.000000
281474976710655.000000	3.661792	11469	0.000000
281474976710655.000000	5.442158	11470	0.000000
281474976710655.000000	6.253170	11471	0.000000
281474976710655.000000	7.292084	11472	0.000000
281474976710655.000000	7.434461	11473	0.000000
281474976710655.000000	8.809655	11474	0.000000
281474976710655.000000	8.592054	11475	0.000000
281474976710655.000000	9.043434	11476	0.000000
281474976710655.000000	9.046223	11477	0.000000
281474976710655.000000	7.908522	11478	0.000000
281474976710655.000000	7.749685	11479	0.000000
281474976710655.000000	6.263441	11480	0.000000
281474976710655.000000	5.464488	11481	0.000000
281474976710655.000000	5.374266	11482	0.000000
281474976710655.000000	6.823397	11483	0.000000
281474976710655.000000	4.023432	11484	0.000000
281474976710655.000000	3.736918	11485	0.000000
281474976710655.000000	3.031863	11486	0.000000
281474976710655.000000	4.205244	11487	0.000000
281474976710655.000000	2.523245	11488	0.000000
281474976710655.000000	2.871523	11489	0.000000
281474976710655.000000	1.408047	11490	0.000000
281474976710655.000000	2.045887	11491	0.000000
281474976710655.000000	1.549384	11492	0.000000
281474976710655.000000	1.193104	11493	0.000000
